source_excel_row,id,survey_date,Date,month,year,covid_period,intersection,road,period,time_period,passenger_car,pickup_van,large_bus,small_bus,truck,tuk_tuk,Unnamed: 16,Unnamed: 17,source_sha256,source_sheet,intersection_key,road_key,report_day,report_month,report_year,report_date,survey_date_parsed,survey_month,survey_year,report_quarter,start_time,end_time,period_hours,time_key,passenger_car_clean,passenger_car_zero_assumed,pickup_van_clean,pickup_van_zero_assumed,large_bus_clean,large_bus_zero_assumed,small_bus_clean,small_bus_zero_assumed,truck_clean,truck_zero_assumed,tuk_tuk_clean,tuk_tuk_zero_assumed,has_assumed_zero,numeric_unresolved,numeric_negative,numeric_fractional,exact_repeat,repeated_survey_key,repeated_report_key,candidate_eligible
3957,3956,11/6/2019,11,6,2019,ก่อนโควิด,ณ ระนอง,พระรามที่ 3,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),5815,3274,266,9,523,277,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ณ ระนอง,พระรามที่ 3,11,6,2019,2019-06-11,2019-06-11,6,2019,2,09:00,16:00,7.0,09:00-16:00,5815.0,False,3274.0,False,266.0,False,9,False,523,False,277,False,False,False,False,False,False,False,False,True
3958,3957,11/6/2019,11,6,2019,ก่อนโควิด,ณ ระนอง,พระรามที่ 3,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),2679,819,99,8,112,70,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ณ ระนอง,พระรามที่ 3,11,6,2019,2019-06-11,2019-06-11,6,2019,2,16:00,19:00,3.0,16:00-19:00,2679.0,False,819.0,False,99.0,False,8,False,112,False,70,False,False,False,False,False,False,False,False,True
3959,3958,11/6/2019,11,6,2019,ก่อนโควิด,ณ ระนอง,สุนทรโกษา,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),3544,1003,96,13,83,77,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ณ ระนอง,สุนทรโกษา,11,6,2019,2019-06-11,2019-06-11,6,2019,2,07:00,09:00,2.0,07:00-09:00,3544.0,False,1003.0,False,96.0,False,13,False,83,False,77,False,False,False,False,False,False,False,False,True
3960,3959,11/6/2019,11,6,2019,ก่อนโควิด,ณ ระนอง,สุนทรโกษา,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),8769,3582,356,69,542,263,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ณ ระนอง,สุนทรโกษา,11,6,2019,2019-06-11,2019-06-11,6,2019,2,09:00,16:00,7.0,09:00-16:00,8769.0,False,3582.0,False,356.0,False,69,False,542,False,263,False,False,False,False,False,False,False,False,True
3961,3960,11/6/2019,11,6,2019,ก่อนโควิด,ณ ระนอง,สุนทรโกษา,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),3393,1270,193,29,156,94,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ณ ระนอง,สุนทรโกษา,11,6,2019,2019-06-11,2019-06-11,6,2019,2,16:00,19:00,3.0,16:00-19:00,3393.0,False,1270.0,False,193.0,False,29,False,156,False,94,False,False,False,False,False,False,False,False,True
3962,3961,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,รัชดาภิเษก,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),1177,405,19,0,7,25,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,รัชดาภิเษก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,06:30,09:00,2.5,06:30-09:00,1177.0,False,405.0,False,19.0,False,0,False,7,False,25,False,False,False,False,False,False,False,False,True
3963,3962,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,รัชดาภิเษก,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),4271,1449,63,0,161,97,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,รัชดาภิเษก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,09:00,16:00,7.0,09:00-16:00,4271.0,False,1449.0,False,63.0,False,0,False,161,False,97,False,False,False,False,False,False,False,False,True
3964,3963,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,รัชดาภิเษก,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),1559,456,39,0,20,23,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,รัชดาภิเษก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,16:00,19:30,3.5,16:00-19:30,1559.0,False,456.0,False,39.0,False,0,False,20,False,23,False,False,False,False,False,False,False,False,True
3965,3964,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,อโศก,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),2147,482,18,0,7,8,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,อโศก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,06:30,09:00,2.5,06:30-09:00,2147.0,False,482.0,False,18.0,False,0,False,7,False,8,False,False,False,False,False,False,False,False,True
3966,3965,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,อโศก,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),754,2186,99,0,230,0,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,อโศก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,09:00,16:00,7.0,09:00-16:00,754.0,False,2186.0,False,99.0,False,0,False,230,False,0,False,False,False,False,False,False,False,False,True
3967,3966,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,อโศก,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),1981,620,39,0,27,25,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,อโศก,12,6,2019,2019-06-12,2019-06-12,6,2019,2,16:00,19:30,3.5,16:00-19:30,1981.0,False,620.0,False,39.0,False,0,False,27,False,25,False,False,False,False,False,False,False,False,True
3968,3967,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,สุขุมวิท,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),5263,1513,90,20,24,33,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,สุขุมวิท,12,6,2019,2019-06-12,2019-06-12,6,2019,2,07:00,09:00,2.0,07:00-09:00,5263.0,False,1513.0,False,90.0,False,20,False,24,False,33,False,False,False,False,False,False,False,False,True
3969,3968,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,สุขุมวิท,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),13318,4255,300,30,159,226,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,สุขุมวิท,12,6,2019,2019-06-12,2019-06-12,6,2019,2,09:00,16:00,7.0,09:00-16:00,13318.0,False,4255.0,False,300.0,False,30,False,159,False,226,False,False,False,False,False,False,False,False,True
3970,3969,12/6/2019,12,6,2019,ก่อนโควิด,อโศก,สุขุมวิท,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),4838,1554,116,4,36,111,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อโศก,สุขุมวิท,12,6,2019,2019-06-12,2019-06-12,6,2019,2,16:00,19:00,3.0,16:00-19:00,4838.0,False,1554.0,False,116.0,False,4,False,36,False,111,False,False,False,False,False,False,False,False,True
3971,3970,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,รัชดาภิเษก,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),2712,784,63,4,26,138,0,รัชดาภิเษก,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,รัชดาภิเษก,13,6,2019,2019-06-13,2019-06-13,6,2019,2,06:30,09:00,2.5,06:30-09:00,2712.0,False,784.0,False,63.0,False,4,False,26,False,138,False,False,False,False,False,False,False,False,True
3972,3971,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,รัชดาภิเษก,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),7852,2909,228,13,183,0,0,รัชดาภิเษก,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,รัชดาภิเษก,13,6,2019,2019-06-13,2019-06-13,6,2019,2,09:00,16:00,7.0,09:00-16:00,7852.0,False,2909.0,False,228.0,False,13,False,183,False,0,False,False,False,False,False,False,False,False,True
3973,3972,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,รัชดาภิเษก,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),4199,1185,55,4,36,76,0,รัชดาภิเษก,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,รัชดาภิเษก,13,6,2019,2019-06-13,2019-06-13,6,2019,2,16:00,19:30,3.5,16:00-19:30,4199.0,False,1185.0,False,55.0,False,4,False,36,False,76,False,False,False,False,False,False,False,False,True
3974,3973,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,พระรามที่ 4,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),4263,1098,105,0,57,158,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,พระรามที่ 4,13,6,2019,2019-06-13,2019-06-13,6,2019,2,06:30,09:00,2.5,06:30-09:00,4263.0,False,1098.0,False,105.0,False,0,False,57,False,158,False,False,False,False,False,False,False,False,True
3975,3974,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,พระรามที่ 4,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),16177,6129,274,0,304,585,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,พระรามที่ 4,13,6,2019,2019-06-13,2019-06-13,6,2019,2,09:00,16:00,7.0,09:00-16:00,16177.0,False,6129.0,False,274.0,False,0,False,304,False,585,False,False,False,False,False,False,False,False,True
3976,3975,13/6/2019,13,6,2019,ก่อนโควิด,พระรามที่ 4,พระรามที่ 4,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),5657,1741,106,0,58,215,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระรามที่ 4,พระรามที่ 4,13,6,2019,2019-06-13,2019-06-13,6,2019,2,16:00,19:30,3.5,16:00-19:30,5657.0,False,1741.0,False,106.0,False,0,False,58,False,215,False,False,False,False,False,False,False,False,True
3977,3976,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,วิทยุ,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),2996,734,34,0,39,20,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,วิทยุ,14,6,2019,2019-06-14,2019-06-14,6,2019,2,06:30,09:00,2.5,06:30-09:00,2996.0,False,734.0,False,34.0,False,0,False,39,False,20,False,False,False,False,False,False,False,False,True
3978,3977,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,วิทยุ,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),10007,2923,137,4,371,99,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,วิทยุ,14,6,2019,2019-06-14,2019-06-14,6,2019,2,09:00,16:00,7.0,09:00-16:00,10007.0,False,2923.0,False,137.0,False,4,False,371,False,99,False,False,False,False,False,False,False,False,True
3979,3978,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,วิทยุ,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),7008,1302,38,2,62,23,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,วิทยุ,14,6,2019,2019-06-14,2019-06-14,6,2019,2,16:00,19:30,3.5,16:00-19:30,7008.0,False,1302.0,False,38.0,False,2,False,62,False,23,False,False,False,False,False,False,False,False,True
3980,3979,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,พระรามที่ 4,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),14392,2822,200,42,97,79,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,พระรามที่ 4,14,6,2019,2019-06-14,2019-06-14,6,2019,2,06:30,09:00,2.5,06:30-09:00,14392.0,False,2822.0,False,200.0,False,42,False,97,False,79,False,False,False,False,False,False,False,False,True
3981,3980,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,พระรามที่ 4,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),38546,11572,669,167,854,436,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,พระรามที่ 4,14,6,2019,2019-06-14,2019-06-14,6,2019,2,09:00,16:00,7.0,09:00-16:00,38546.0,False,11572.0,False,669.0,False,167,False,854,False,436,False,False,False,False,False,False,False,False,True
3982,3981,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,พระรามที่ 4,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),14178,4210,221,67,191,138,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,พระรามที่ 4,14,6,2019,2019-06-14,2019-06-14,6,2019,2,16:00,19:30,3.5,16:00-19:30,14178.0,False,4210.0,False,221.0,False,67,False,191,False,138,False,False,False,False,False,False,False,False,True
3983,3982,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,สาทร,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),3706,645,17,2,17,12,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,สาทร,14,6,2019,2019-06-14,2019-06-14,6,2019,2,06:30,09:00,2.5,06:30-09:00,3706.0,False,645.0,False,17.0,False,2,False,17,False,12,False,False,False,False,False,False,False,False,True
3984,3983,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,สาทร,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),11268,3182,82,4,168,59,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,สาทร,14,6,2019,2019-06-14,2019-06-14,6,2019,2,09:00,16:00,7.0,09:00-16:00,11268.0,False,3182.0,False,82.0,False,4,False,168,False,59,False,False,False,False,False,False,False,False,True
3985,3984,14/6/2019,14,6,2019,ก่อนโควิด,วิทยุ,สาทร,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),4971,922,19,3,8,11,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วิทยุ,สาทร,14,6,2019,2019-06-14,2019-06-14,6,2019,2,16:00,19:30,3.5,16:00-19:30,4971.0,False,922.0,False,19.0,False,3,False,8,False,11,False,False,False,False,False,False,False,False,True
3986,3985,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,เชื้อเพลง,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),1710,437,9,0,17,2,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,เชื้อเพลง,17,6,2019,2019-06-17,2019-06-17,6,2019,2,06:30,09:00,2.5,06:30-09:00,1710.0,False,437.0,False,9.0,False,0,False,17,False,2,False,False,False,False,False,False,False,False,True
3987,3986,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,เชื้อเพลง,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),7561,2947,27,0,352,31,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,เชื้อเพลง,17,6,2019,2019-06-17,2019-06-17,6,2019,2,09:00,16:00,7.0,09:00-16:00,7561.0,False,2947.0,False,27.0,False,0,False,352,False,31,False,False,False,False,False,False,False,False,True
3988,3987,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),3263,1086,11,0,40,7,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,เชื้อเพลิง,17,6,2019,2019-06-17,2019-06-17,6,2019,2,16:00,19:30,3.5,16:00-19:30,3263.0,False,1086.0,False,11.0,False,0,False,40,False,7,False,False,False,False,False,False,False,False,True
3989,3988,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,ทางด่วน,เร่งด่วนเช้า,เร่งด่วนเช้า (06:30-09:00),2327,369,1,0,2,0,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,ทางด่วน,17,6,2019,2019-06-17,2019-06-17,6,2019,2,06:30,09:00,2.5,06:30-09:00,2327.0,False,369.0,False,1.0,False,0,False,2,False,0,False,False,False,False,False,False,False,False,True
3990,3989,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,ทางด่วน,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),4832,1169,7,0,25,0,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,ทางด่วน,17,6,2019,2019-06-17,2019-06-17,6,2019,2,09:00,16:00,7.0,09:00-16:00,4832.0,False,1169.0,False,7.0,False,0,False,25,False,0,False,False,False,False,False,False,False,False,True
3991,3990,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,ทางด่วน,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:30),1807,336,3,0,9,0,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,ทางด่วน,17,6,2019,2019-06-17,2019-06-17,6,2019,2,16:00,19:30,3.5,16:00-19:30,1807.0,False,336.0,False,3.0,False,0,False,9,False,0,False,False,False,False,False,False,False,False,True
3992,3991,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่ 4,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),7497,1733,114,19,43,26,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,พระรามที่ 4,17,6,2019,2019-06-17,2019-06-17,6,2019,2,07:00,09:00,2.0,07:00-09:00,7497.0,False,1733.0,False,114.0,False,19,False,43,False,26,False,False,False,False,False,False,False,False,True
3993,3992,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่ 4,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),30431,9274,464,82,723,120,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,พระรามที่ 4,17,6,2019,2019-06-17,2019-06-17,6,2019,2,09:00,16:00,7.0,09:00-16:00,30431.0,False,9274.0,False,464.0,False,82,False,723,False,120,False,False,False,False,False,False,False,False,True
3994,3993,17/6/2019,17,6,2019,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่ 4,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),17942,4577,183,44,133,74,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ใต้ด่วนพระราม4,พระรามที่ 4,17,6,2019,2019-06-17,2019-06-17,6,2019,2,16:00,19:00,3.0,16:00-19:00,17942.0,False,4577.0,False,183.0,False,44,False,133,False,74,False,False,False,False,False,False,False,False,True
3995,3994,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1840,668,37,2,22,206,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,24,6,2019,2019-06-24,2019-06-24,6,2019,2,07:00,09:00,2.0,07:00-09:00,1840.0,False,668.0,False,37.0,False,2,False,22,False,206,False,False,False,False,False,False,False,False,True
3996,3995,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),5779,2097,127,12,78,825,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,24,6,2019,2019-06-24,2019-06-24,6,2019,2,09:00,16:00,7.0,09:00-16:00,5779.0,False,2097.0,False,127.0,False,12,False,78,False,825,False,False,False,False,False,False,False,False,True
3997,3996,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),2437,969,56,4,17,396,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,วุฒากาศ,24,6,2019,2019-06-24,2019-06-24,6,2019,2,16:00,19:00,3.0,16:00-19:00,2437.0,False,969.0,False,56.0,False,4,False,17,False,396,False,False,False,False,False,False,False,False,True
3998,3997,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),8158,2326,20,0,179,13,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,24,6,2019,2019-06-24,2019-06-24,6,2019,2,07:00,09:00,2.0,07:00-09:00,8158.0,False,2326.0,False,20.0,False,0,False,179,False,13,False,False,False,False,False,False,False,False,True
3999,3998,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),26015,13536,102,2,1565,92,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,24,6,2019,2019-06-24,2019-06-24,6,2019,2,09:00,16:00,7.0,09:00-16:00,26015.0,False,13536.0,False,102.0,False,2,False,1565,False,92,False,False,False,False,False,False,False,False,True
4000,3999,24/6/2019,24,6,2019,ก่อนโควิด,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),17705,5442,59,5,201,44,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,24,6,2019,2019-06-24,2019-06-24,6,2019,2,16:00,19:00,3.0,16:00-19:00,17705.0,False,5442.0,False,59.0,False,5,False,201,False,44,False,False,False,False,False,False,False,False,True
4001,4000,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,เจริญกรุง,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1481,459,59,35,4,35,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,เจริญกรุง,1,7,2019,2019-07-01,2019-07-01,7,2019,3,07:00,09:00,2.0,07:00-09:00,1481.0,False,459.0,False,59.0,False,35,False,4,False,35,False,False,False,False,False,False,False,False,True
4002,4001,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,เจริญกรุง,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),6800,2118,228,119,109,168,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,เจริญกรุง,1,7,2019,2019-07-01,2019-07-01,7,2019,3,09:00,16:00,7.0,09:00-16:00,6800.0,False,2118.0,False,228.0,False,119,False,109,False,168,False,False,False,False,False,False,False,False,True
4003,4002,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,เจริญกรุง,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),2557,829,112,69,25,71,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,เจริญกรุง,1,7,2019,2019-07-01,2019-07-01,7,2019,3,16:00,19:00,3.0,16:00-19:00,2557.0,False,829.0,False,112.0,False,69,False,25,False,71,False,False,False,False,False,False,False,False,True
4004,4003,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,พระรามที่ 3,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),5440,1195,78,7,26,37,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,พระรามที่ 3,1,7,2019,2019-07-01,2019-07-01,7,2019,3,07:00,09:00,2.0,07:00-09:00,5440.0,False,1195.0,False,78.0,False,7,False,26,False,37,False,False,False,False,False,False,False,False,True
4005,4004,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,พระรามที่ 3,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),14590,4392,255,37,184,160,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,พระรามที่ 3,1,7,2019,2019-07-01,2019-07-01,7,2019,3,09:00,16:00,7.0,09:00-16:00,14590.0,False,4392.0,False,255.0,False,37,False,184,False,160,False,False,False,False,False,False,False,False,True
4006,4005,1/7/2019,1,7,2019,ก่อนโควิด,ถนนตก,พระรามที่ 3,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),6310,1573,114,31,47,80,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ถนนตก,พระรามที่ 3,1,7,2019,2019-07-01,2019-07-01,7,2019,3,16:00,19:00,3.0,16:00-19:00,6310.0,False,1573.0,False,114.0,False,31,False,47,False,80,False,False,False,False,False,False,False,False,True
