source_excel_row,id,survey_date,Date,month,year,covid_period,intersection,road,period,time_period,passenger_car,pickup_van,large_bus,small_bus,truck,tuk_tuk,Unnamed: 16,Unnamed: 17,source_sha256,source_sheet,intersection_key,road_key,report_day,report_month,report_year,report_date,survey_date_parsed,survey_month,survey_year,report_quarter,start_time,end_time,period_hours,time_key,passenger_car_clean,passenger_car_zero_assumed,pickup_van_clean,pickup_van_zero_assumed,large_bus_clean,large_bus_zero_assumed,small_bus_clean,small_bus_zero_assumed,truck_clean,truck_zero_assumed,tuk_tuk_clean,tuk_tuk_zero_assumed,has_assumed_zero,numeric_unresolved,numeric_negative,numeric_fractional,exact_repeat,repeated_survey_key,repeated_report_key,candidate_eligible,vehicle_total,vehicles_per_hour
4284,4283,27/8/2019,27,8,2019,ก่อนโควิด,ปากทางลาดพร้าว,ลาดพร้าว,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),10502,2313,311,4,164,35,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ปากทางลาดพร้าว,ลาดพร้าว,27,8,2019,2019-08-27,2019-08-27,8,2019,3,09:00,16:00,7.0,09:00-16:00,10502.0,False,2313.0,False,311.0,False,4,False,164,False,35,False,False,False,False,False,False,False,False,True,13329.0,1904.142857142857
4285,4284,27/8/2019,27,8,2019,ก่อนโควิด,ปากทางลาดพร้าว,ลาดพร้าว,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),4856,943,119,0,59,12,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ปากทางลาดพร้าว,ลาดพร้าว,27,8,2019,2019-08-27,2019-08-27,8,2019,3,16:00,19:00,3.0,16:00-19:00,4856.0,False,943.0,False,119.0,False,0,False,59,False,12,False,False,False,False,False,False,False,False,True,5989.0,1996.3333333333333
4298,4297,29/8/2019,29,8,2019,ก่อนโควิด,บางกะปิ,พ่วงศิริ,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),568,338,10,0,16,12,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,บางกะปิ,พ่วงศิริ,29,8,2019,2019-08-29,2019-08-29,8,2019,3,07:00,09:00,2.0,07:00-09:00,568.0,False,338.0,False,10.0,False,0,False,16,False,12,False,False,False,False,False,False,False,False,True,944.0,472.0
4301,4300,29/8/2019,29,8,2019,ก่อนโควิด,บางกะปิ,ลาดพร้าว,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1146,488,81,26,9,20,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,บางกะปิ,ลาดพร้าว,29,8,2019,2019-08-29,2019-08-29,8,2019,3,07:00,09:00,2.0,07:00-09:00,1146.0,False,488.0,False,81.0,False,26,False,9,False,20,False,False,False,False,False,False,False,False,True,1770.0,885.0
4304,4303,29/8/2019,29,8,2019,ก่อนโควิด,บางกะปิ,เสรีไทย,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1714,759,85,2,7,6,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,บางกะปิ,เสรีไทย,29,8,2019,2019-08-29,2019-08-29,8,2019,3,07:00,09:00,2.0,07:00-09:00,1714.0,False,759.0,False,85.0,False,2,False,7,False,6,False,False,False,False,False,False,False,False,True,2573.0,1286.5
4316,4315,2/9/2019,2,9,2019,ก่อนโควิด,แปลงนาม,แปลงนาม,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),206,104,0,0,5,34,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,แปลงนาม,แปลงนาม,2,9,2019,2019-09-02,2019-09-02,9,2019,3,07:00,09:00,2.0,07:00-09:00,206.0,False,104.0,False,0.0,False,0,False,5,False,34,False,False,False,False,False,False,False,False,True,349.0,174.5
4317,4316,2/9/2019,2,9,2019,ก่อนโควิด,แปลงนาม,แปลงนาม,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),910,436,0,0,54,207,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,แปลงนาม,แปลงนาม,2,9,2019,2019-09-02,2019-09-02,9,2019,3,09:00,16:00,7.0,09:00-16:00,910.0,False,436.0,False,0.0,False,0,False,54,False,207,False,False,False,False,False,False,False,False,True,1607.0,229.57142857142858
4318,4317,2/9/2019,2,9,2019,ก่อนโควิด,แปลงนาม,แปลงนาม,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),479,210,0,0,18,78,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,แปลงนาม,แปลงนาม,2,9,2019,2019-09-02,2019-09-02,9,2019,3,16:00,19:00,3.0,16:00-19:00,479.0,False,210.0,False,0.0,False,0,False,18,False,78,False,False,False,False,False,False,False,False,True,785.0,261.6666666666667
4319,4318,2/9/2019,2,9,2019,ก่อนโควิด,แปลงนาม,พลับพลาไชย,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),88,32,0,0,1,12,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,แปลงนาม,พลับพลาไชย,2,9,2019,2019-09-02,2019-09-02,9,2019,3,07:00,09:00,2.0,07:00-09:00,88.0,False,32.0,False,0.0,False,0,False,1,False,12,False,False,False,False,False,False,False,False,True,133.0,66.5
4322,4321,2/9/2019,2,9,2019,ก่อนโควิด,แปลงนาม,เจริญกรุง,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),3658,383,115,58,23,157,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,แปลงนาม,เจริญกรุง,2,9,2019,2019-09-02,2019-09-02,9,2019,3,07:00,09:00,2.0,07:00-09:00,3658.0,False,383.0,False,115.0,False,58,False,23,False,157,False,False,False,False,False,False,False,False,True,4394.0,2197.0
4340,4339,5/9/2019,5,9,2019,ก่อนโควิด,เพชรเกษม - ราชพฤกษ์,ราชพฤกษ์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),13129,3239,32,1,34,43,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,เพชรเกษม - ราชพฤกษ์,ราชพฤกษ์,5,9,2019,2019-09-05,2019-09-05,9,2019,3,07:00,09:00,2.0,07:00-09:00,13129.0,False,3239.0,False,32.0,False,1,False,34,False,43,False,False,False,False,False,False,False,False,True,16478.0,8239.0
4343,4342,5/9/2019,5,9,2019,ก่อนโควิด,เพชรเกษม - ราชพฤกษ์,เพชรเกษม,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),7691,1577,333,0,61,33,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,เพชรเกษม - ราชพฤกษ์,เพชรเกษม,5,9,2019,2019-09-05,2019-09-05,9,2019,3,07:00,09:00,2.0,07:00-09:00,7691.0,False,1577.0,False,333.0,False,0,False,61,False,33,False,False,False,False,False,False,False,False,True,9695.0,4847.5
4361,4360,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ตะนาว,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1450,325,33,0,5,129,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ตะนาว,11,9,2019,2019-09-11,2019-09-11,9,2019,3,07:00,09:00,2.0,07:00-09:00,1450.0,False,325.0,False,33.0,False,0,False,5,False,129,False,False,False,False,False,False,False,False,True,1942.0,971.0
4362,4361,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ตะนาว,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),5671,1214,140,0,71,533,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ตะนาว,11,9,2019,2019-09-11,2019-09-11,9,2019,3,09:00,16:00,7.0,09:00-16:00,5671.0,False,1214.0,False,140.0,False,0,False,71,False,533,False,False,False,False,False,False,False,False,True,7629.0,1089.857142857143
4363,4362,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ตะนาว,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),2273,591,58,0,9,143,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ตะนาว,11,9,2019,2019-09-11,2019-09-11,9,2019,3,16:00,19:00,3.0,16:00-19:00,2273.0,False,591.0,False,58.0,False,0,False,9,False,143,False,False,False,False,False,False,False,False,True,3074.0,1024.6666666666667
4364,4363,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),6398,1161,408,41,55,133,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ราชดำเนินกลาง,11,9,2019,2019-09-11,2019-09-11,9,2019,3,07:00,09:00,2.0,07:00-09:00,6398.0,False,1161.0,False,408.0,False,41,False,55,False,133,False,False,False,False,False,False,False,False,True,8196.0,4098.0
4365,4364,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),19246,5926,2064,141,742,1119,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ราชดำเนินกลาง,11,9,2019,2019-09-11,2019-09-11,9,2019,3,09:00,16:00,7.0,09:00-16:00,19246.0,False,5926.0,False,2064.0,False,141,False,742,False,1119,False,False,False,False,False,False,False,False,True,29238.0,4176.857142857143
4366,4365,11/9/2019,11,9,2019,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),7029,2012,566,74,80,396,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,คอกวัว,ราชดำเนินกลาง,11,9,2019,2019-09-11,2019-09-11,9,2019,3,16:00,19:00,3.0,16:00-19:00,7029.0,False,2012.0,False,566.0,False,74,False,80,False,396,False,False,False,False,False,False,False,False,True,10157.0,3385.6666666666665
4379,4378,13/9/2019,13,9,2019,ก่อนโควิด,จันทน์ - เจริญราษฎร์,เจริญราษฎร์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),7859,1595,6,0,45,49,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,จันทน์ - เจริญราษฎร์,เจริญราษฎร์,13,9,2019,2019-09-13,2019-09-13,9,2019,3,07:00,09:00,2.0,07:00-09:00,7859.0,False,1595.0,False,6.0,False,0,False,45,False,49,False,False,False,False,False,False,False,False,True,9554.0,4777.0
4382,4381,13/9/2019,13,9,2019,ก่อนโควิด,จันทน์ - เจริญราษฎร์,จันทน์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),2851,859,20,0,61,162,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,จันทน์ - เจริญราษฎร์,จันทน์,13,9,2019,2019-09-13,2019-09-13,9,2019,3,07:00,09:00,2.0,07:00-09:00,2851.0,False,859.0,False,20.0,False,0,False,61,False,162,False,False,False,False,False,False,False,False,True,3953.0,1976.5
4388,4387,16/9/2019,16,9,2019,ก่อนโควิด,พระโขนง,สุขุมวิท,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),7639,1793,270,44,71,132,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระโขนง,สุขุมวิท,16,9,2019,2019-09-16,2019-09-16,9,2019,3,07:00,09:00,2.0,07:00-09:00,7639.0,False,1793.0,False,270.0,False,44,False,71,False,132,False,False,False,False,False,False,False,False,True,9949.0,4974.5
4389,4388,16/9/2019,16,9,2019,ก่อนโควิด,พระโขนง,สุขุมวิท,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),22077,7095,856,137,841,529,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระโขนง,สุขุมวิท,16,9,2019,2019-09-16,2019-09-16,9,2019,3,09:00,16:00,7.0,09:00-16:00,22077.0,False,7095.0,False,856.0,False,137,False,841,False,529,False,False,False,False,False,False,False,False,True,31535.0,4505.0
4390,4389,16/9/2019,16,9,2019,ก่อนโควิด,พระโขนง,สุขุมวิท,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),8206,2825,317,73,120,183,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,พระโขนง,สุขุมวิท,16,9,2019,2019-09-16,2019-09-16,9,2019,3,16:00,19:00,3.0,16:00-19:00,8206.0,False,2825.0,False,317.0,False,73,False,120,False,183,False,False,False,False,False,False,False,False,True,11724.0,3908.0
4403,4402,18/9/2019,18,9,2019,ก่อนโควิด,รัชดา - ลาดพร้าว,รัชดาภิเษก,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),13653,3605,182,0,19,13,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,รัชดา - ลาดพร้าว,รัชดาภิเษก,18,9,2019,2019-09-18,2019-09-18,9,2019,3,07:00,09:00,2.0,07:00-09:00,13653.0,False,3605.0,False,182.0,False,0,False,19,False,13,False,False,False,False,False,False,False,False,True,17472.0,8736.0
4404,4403,18/9/2019,18,9,2019,ก่อนโควิด,รัชดา - ลาดพร้าว,รัชดาภิเษก,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),41862,11465,549,0,578,68,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,รัชดา - ลาดพร้าว,รัชดาภิเษก,18,9,2019,2019-09-18,2019-09-18,9,2019,3,09:00,16:00,7.0,09:00-16:00,41862.0,False,11465.0,False,549.0,False,0,False,578,False,68,False,False,False,False,False,False,False,False,True,54522.0,7788.857142857143
4405,4404,18/9/2019,18,9,2019,ก่อนโควิด,รัชดา - ลาดพร้าว,รัชดาภิเษก,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),15965,3450,131,0,55,14,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,รัชดา - ลาดพร้าว,รัชดาภิเษก,18,9,2019,2019-09-18,2019-09-18,9,2019,3,16:00,19:00,3.0,16:00-19:00,15965.0,False,3450.0,False,131.0,False,0,False,55,False,14,False,False,False,False,False,False,False,False,True,19615.0,6538.333333333333
4412,4411,19/9/2019,19,9,2019,ก่อนโควิด,สุโขทัย,สุโขทัย,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),2268,397,33,34,8,43,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,สุโขทัย,สุโขทัย,19,9,2019,2019-09-19,2019-09-19,9,2019,3,07:00,09:00,2.0,07:00-09:00,2268.0,False,397.0,False,33.0,False,34,False,8,False,43,False,False,False,False,False,False,False,False,True,2783.0,1391.5
4413,4412,19/9/2019,19,9,2019,ก่อนโควิด,สุโขทัย,สุโขทัย,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),7636,2100,100,94,94,157,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,สุโขทัย,สุโขทัย,19,9,2019,2019-09-19,2019-09-19,9,2019,3,09:00,16:00,7.0,09:00-16:00,7636.0,False,2100.0,False,100.0,False,94,False,94,False,157,False,False,False,False,False,False,False,False,True,10181.0,1454.4285714285713
4414,4413,19/9/2019,19,9,2019,ก่อนโควิด,สุโขทัย,สุโขทัย,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),3162,699,58,35,24,47,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,สุโขทัย,สุโขทัย,19,9,2019,2019-09-19,2019-09-19,9,2019,3,16:00,19:00,3.0,16:00-19:00,3162.0,False,699.0,False,58.0,False,35,False,24,False,47,False,False,False,False,False,False,False,False,True,4025.0,1341.6666666666667
4427,4426,24/9/2019,24,9,2019,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),7711,3131,212,1,514,58,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,หมู่บ้านเศรษฐกิจ,เพชรเกษม,24,9,2019,2019-09-24,2019-09-24,9,2019,3,07:00,09:00,2.0,07:00-09:00,7711.0,False,3131.0,False,212.0,False,1,False,514,False,58,False,False,False,False,False,False,False,False,True,11627.0,5813.5
4428,4427,24/9/2019,24,9,2019,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),23572,13140,695,3,2418,167,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,หมู่บ้านเศรษฐกิจ,เพชรเกษม,24,9,2019,2019-09-24,2019-09-24,9,2019,3,09:00,16:00,7.0,09:00-16:00,23572.0,False,13140.0,False,695.0,False,3,False,2418,False,167,False,False,False,False,False,False,False,False,True,39995.0,5713.571428571428
4429,4428,24/9/2019,24,9,2019,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),9313,5266,321,2,303,54,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,หมู่บ้านเศรษฐกิจ,เพชรเกษม,24,9,2019,2019-09-24,2019-09-24,9,2019,3,16:00,19:00,3.0,16:00-19:00,9313.0,False,5266.0,False,321.0,False,2,False,303,False,54,False,False,False,False,False,False,False,False,True,15259.0,5086.333333333333
4448,4447,26/9/2019,26,9,2019,ก่อนโควิด,มไหสวรรย์,รัชดาภิเษก,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1330,332,86,0,6,8,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,มไหสวรรย์,รัชดาภิเษก,26,9,2019,2019-09-26,2019-09-26,9,2019,3,07:00,09:00,2.0,07:00-09:00,1330.0,False,332.0,False,86.0,False,0,False,6,False,8,False,False,False,False,False,False,False,False,True,1762.0,881.0
4451,4450,26/9/2019,26,9,2019,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1099,296,36,1,7,28,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,มไหสวรรย์,มไหสวรรย์,26,9,2019,2019-09-26,2019-09-26,9,2019,3,07:00,09:00,2.0,07:00-09:00,1099.0,False,296.0,False,36.0,False,1,False,7,False,28,False,False,False,False,False,False,False,False,True,1467.0,733.5
4452,4451,26/9/2019,26,9,2019,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),4531,1368,116,9,94,64,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,มไหสวรรย์,มไหสวรรย์,26,9,2019,2019-09-26,2019-09-26,9,2019,3,09:00,16:00,7.0,09:00-16:00,4531.0,False,1368.0,False,116.0,False,9,False,94,False,64,False,False,False,False,False,False,False,False,True,6182.0,883.1428571428571
4453,4452,26/9/2019,26,9,2019,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),2180,645,43,3,8,32,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,มไหสวรรย์,มไหสวรรย์,26,9,2019,2019-09-26,2019-09-26,9,2019,3,16:00,19:00,3.0,16:00-19:00,2180.0,False,645.0,False,43.0,False,3,False,8,False,32,False,False,False,False,False,False,False,False,True,2911.0,970.3333333333334
4460,4459,30/9/2019,30,9,2019,ก่อนโควิด,อุณากรรณ,อุณากรรณ,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),745,167,7,11,6,215,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อุณากรรณ,อุณากรรณ,30,9,2019,2019-09-30,2019-09-30,9,2019,3,07:00,09:00,2.0,07:00-09:00,745.0,False,167.0,False,7.0,False,11,False,6,False,215,False,False,False,False,False,False,False,False,True,1151.0,575.5
4463,4462,30/9/2019,30,9,2019,ก่อนโควิด,อุณากรรณ,เจริญกรุง,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1385,399,112,31,13,191,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,อุณากรรณ,เจริญกรุง,30,9,2019,2019-09-30,2019-09-30,9,2019,3,07:00,09:00,2.0,07:00-09:00,1385.0,False,399.0,False,112.0,False,31,False,13,False,191,False,False,False,False,False,False,False,False,True,2131.0,1065.5
4472,4471,2/10/2019,2,10,2019,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),8435,1987,538,32,22,33,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,กำแพงเพชร,พหลโยธิน,2,10,2019,2019-10-02,2019-10-02,10,2019,4,07:00,09:00,2.0,07:00-09:00,8435.0,False,1987.0,False,538.0,False,32,False,22,False,33,False,False,False,False,False,False,False,False,True,11047.0,5523.5
4473,4472,2/10/2019,2,10,2019,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),24983,6734,1437,105,263,212,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,กำแพงเพชร,พหลโยธิน,2,10,2019,2019-10-02,2019-10-02,10,2019,4,09:00,16:00,7.0,09:00-16:00,24983.0,False,6734.0,False,1437.0,False,105,False,263,False,212,False,False,False,False,False,False,False,False,True,33734.0,4819.142857142857
4474,4473,2/10/2019,2,10,2019,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,เร่งด่วนเย็น,เร่งด่วนเย็น (16:00-19:00),9836,2394,584,45,78,86,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,กำแพงเพชร,พหลโยธิน,2,10,2019,2019-10-02,2019-10-02,10,2019,4,16:00,19:00,3.0,16:00-19:00,9836.0,False,2394.0,False,584.0,False,45,False,78,False,86,False,False,False,False,False,False,False,False,True,13023.0,4341.0
4476,4475,2/10/2019,2,10,2019,ก่อนโควิด,กำแพงเพชร,กำแพงเพชร,นอกเร่งด่วน,นอกเร่งด่วน (09:00-16:00),9376,2215,522,28,36,71,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,กำแพงเพชร,กำแพงเพชร,2,10,2019,2019-10-02,2019-10-02,10,2019,4,09:00,16:00,7.0,09:00-16:00,9376.0,False,2215.0,False,522.0,False,28,False,36,False,71,False,False,False,False,False,False,False,False,True,12248.0,1749.7142857142858
4481,4480,3/10/2019,3,10,2019,ก่อนโควิด,ด่วนเกษมราษฎร์,เกษมราษฎร์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),2436,762,121,8,127,43,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,ด่วนเกษมราษฎร์,เกษมราษฎร์,3,10,2019,2019-10-03,2019-10-03,10,2019,4,07:00,09:00,2.0,07:00-09:00,2436.0,False,762.0,False,121.0,False,8,False,127,False,43,False,False,False,False,False,False,False,False,True,3497.0,1748.5
4487,4486,4/10/2019,4,10,2019,ก่อนโควิด,เตาปูน,ประชาราษฎร์,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),2390,589,98,0,12,35,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,เตาปูน,ประชาราษฎร์,4,10,2019,2019-10-04,2019-10-04,10,2019,4,07:00,09:00,2.0,07:00-09:00,2390.0,False,589.0,False,98.0,False,0,False,12,False,35,False,False,False,False,False,False,False,False,True,3124.0,1562.0
4490,4489,4/10/2019,4,10,2019,ก่อนโควิด,เตาปูน,ประชาราษฎร์สาย 2,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),2240,365,76,0,22,83,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,เตาปูน,ประชาราษฎร์สาย 2,4,10,2019,2019-10-04,2019-10-04,10,2019,4,07:00,09:00,2.0,07:00-09:00,2240.0,False,365.0,False,76.0,False,0,False,22,False,83,False,False,False,False,False,False,False,False,True,2786.0,1393.0
4499,4498,7/10/2019,7,10,2019,ก่อนโควิด,นาหลวง,พุทธบูชา,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1152,259,29,0,4,84,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,นาหลวง,พุทธบูชา,7,10,2019,2019-10-07,2019-10-07,10,2019,4,07:00,09:00,2.0,07:00-09:00,1152.0,False,259.0,False,29.0,False,0,False,4,False,84,False,False,False,False,False,False,False,False,True,1528.0,764.0
4508,4507,9/10/2019,9,10,2019,ก่อนโควิด,วัดสะพานสูง,เตชะวณิช,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),3541,580,76,0,35,124,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วัดสะพานสูง,เตชะวณิช,9,10,2019,2019-10-09,2019-10-09,10,2019,4,07:00,09:00,2.0,07:00-09:00,3541.0,False,580.0,False,76.0,False,0,False,35,False,124,False,False,False,False,False,False,False,False,True,4356.0,2178.0
4511,4510,9/10/2019,9,10,2019,ก่อนโควิด,วัดสะพานสูง,พระรามที่ 6,เร่งด่วนเช้า,เร่งด่วนเช้า (07:00-09:00),1328,185,0,0,14,33,0,0,6e1b556f353c66fec5c8a664f3e1e5b5e52e5a756f75c2ae28562c5c0fa6118b,traffic_data,วัดสะพานสูง,พระรามที่ 6,9,10,2019,2019-10-09,2019-10-09,10,2019,4,07:00,09:00,2.0,07:00-09:00,1328.0,False,185.0,False,0.0,False,0,False,14,False,33,False,False,False,False,False,False,False,False,True,1560.0,780.0
