source_excel_row,id,survey_date,Date,month,year,Lockdown,Not Lockdown,covid_period,intersection,road,period,time_period,passenger_car,pickup_van,large_bus,small_bus,truck,tuk_tuk,source_sha256,source_sheet,intersection_key,road_key,report_day,report_month,report_year,report_date,survey_date_parsed,survey_month,survey_year,report_quarter,start_time,end_time,period_hours,time_key,passenger_car_clean,passenger_car_zero_assumed,pickup_van_clean,pickup_van_zero_assumed,large_bus_clean,large_bus_zero_assumed,small_bus_clean,small_bus_zero_assumed,truck_clean,truck_zero_assumed,tuk_tuk_clean,tuk_tuk_zero_assumed,has_assumed_zero,numeric_unresolved,numeric_negative,numeric_fractional,exact_repeat,repeated_survey_key,repeated_report_key,candidate_eligible
13698,13697,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สวรรคโลก,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2806.0,385.0,10.0,0,6,14,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สวรรคโลก,7,8,2025,2025-08-07,2025-08-07,8,2025,3,07:00,09:00,2.0,07:00-09:00,2806.0,False,385.0,False,10.0,False,0,False,6,False,14,False,False,False,False,False,False,True,True,False
13699,13698,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สวรรคโลก,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),9212.0,2388.0,31.0,17,53,55,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สวรรคโลก,7,8,2025,2025-08-07,2025-08-07,8,2025,3,09:00,17:00,8.0,09:00-17:00,9212.0,False,2388.0,False,31.0,False,17,False,53,False,55,False,False,False,False,False,False,True,True,False
13700,13699,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สวรรคโลก,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),2330.0,584.0,4.0,1,8,17,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สวรรคโลก,7,8,2025,2025-08-07,2025-08-07,8,2025,3,17:00,19:00,2.0,17:00-19:00,2330.0,False,584.0,False,4.0,False,1,False,8,False,17,False,False,False,False,False,False,True,True,False
13701,13700,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สุคันธาราม,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),27.0,6.0,0.0,0,0,7,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สุคันธาราม,7,8,2025,2025-08-07,2025-08-07,8,2025,3,07:00,09:00,2.0,07:00-09:00,27.0,False,6.0,False,0.0,False,0,False,0,False,7,False,False,False,False,False,False,True,True,False
13702,13701,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สุคันธาราม,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),69.0,33.0,0.0,0,4,23,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สุคันธาราม,7,8,2025,2025-08-07,2025-08-07,8,2025,3,09:00,17:00,8.0,09:00-17:00,69.0,False,33.0,False,0.0,False,0,False,4,False,23,False,False,False,False,False,False,True,True,False
13703,13702,7 /8/2025,7,8,2025,0,1,หลังโควิด,สวรรคโลก-สุคันธาราม,สุคันธาราม,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),19.0,12.0,0.0,0,1,5,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สวรรคโลก-สุคันธาราม,สุคันธาราม,7,8,2025,2025-08-07,2025-08-07,8,2025,3,17:00,19:00,2.0,17:00-19:00,19.0,False,12.0,False,0.0,False,0,False,1,False,5,False,False,False,False,False,False,True,True,False
13704,13703,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),704.0,162.0,6.0,0,7,15,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,8,8,2025,2025-08-08,2025-08-08,8,2025,3,07:00,09:00,2.0,07:00-09:00,704.0,False,162.0,False,6.0,False,0,False,7,False,15,False,False,False,False,False,False,True,True,False
13705,13704,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2328.0,765.0,15.0,0,23,33,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,8,8,2025,2025-08-08,2025-08-08,8,2025,3,09:00,17:00,8.0,09:00-17:00,2328.0,False,765.0,False,15.0,False,0,False,23,False,33,False,False,False,False,False,False,True,True,False
13706,13705,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),530.0,153.0,2.0,0,4,4,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,8,8,2025,2025-08-08,2025-08-08,8,2025,3,17:00,19:00,2.0,17:00-19:00,530.0,False,153.0,False,2.0,False,0,False,4,False,4,False,False,False,False,False,False,True,True,False
13707,13706,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),897.0,212.0,0.0,0,11,4,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,07:00,09:00,2.0,07:00-09:00,897.0,False,212.0,False,0.0,False,0,False,11,False,4,False,False,False,False,False,False,True,True,False
13708,13707,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2273.0,786.0,0.0,0,33,12,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,09:00,17:00,8.0,09:00-17:00,2273.0,False,786.0,False,0.0,False,0,False,33,False,12,False,False,False,False,False,False,True,True,False
13709,13708,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),656.0,219.0,0.0,0,4,6,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ปรชาราษฎร์บำเพ็ญSB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,17:00,19:00,2.0,17:00-19:00,656.0,False,219.0,False,0.0,False,0,False,4,False,6,False,False,False,False,False,False,True,True,False
13710,13709,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),703.0,211.0,16.0,0,13,31,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,07:00,09:00,2.0,07:00-09:00,703.0,False,211.0,False,16.0,False,0,False,13,False,31,False,False,False,False,False,False,True,True,False
13711,13710,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2586.0,864.0,63.0,0,51,65,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,09:00,17:00,8.0,09:00-17:00,2586.0,False,864.0,False,63.0,False,0,False,51,False,65,False,False,False,False,False,False,True,True,False
13712,13711,8 /8/2025,8,8,2025,0,1,หลังโควิด,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),596.0,197.0,16.0,0,10,11,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญEB,8,8,2025,2025-08-08,2025-08-08,8,2025,3,17:00,19:00,2.0,17:00-19:00,596.0,False,197.0,False,16.0,False,0,False,10,False,11,False,False,False,False,False,False,True,True,False
13713,13712,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2227.0,507.0,13.0,4,10,39,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,07:00,09:00,2.0,07:00-09:00,2227.0,False,507.0,False,13.0,False,4,False,10,False,39,False,False,False,False,False,False,True,True,False
13714,13713,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),7727.0,2311.0,72.0,12,42,211,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,09:00,17:00,8.0,09:00-17:00,7727.0,False,2311.0,False,72.0,False,12,False,42,False,211,False,False,False,False,False,False,True,True,False
13715,13714,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),2106.0,532.0,20.0,4,4,50,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,นราธิวาสราชนครินทร์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,17:00,19:00,2.0,17:00-19:00,2106.0,False,532.0,False,20.0,False,4,False,4,False,50,False,False,False,False,False,False,True,True,False
13716,13715,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2808.0,462.0,18.0,0,9,42,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,สุรวงศ์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,07:00,09:00,2.0,07:00-09:00,2808.0,False,462.0,False,18.0,False,0,False,9,False,42,False,False,False,False,False,False,True,True,False
13717,13716,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),7928.0,2617.0,87.0,5,51,204,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,สุรวงศ์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,09:00,17:00,8.0,09:00-17:00,7928.0,False,2617.0,False,87.0,False,5,False,51,False,204,False,False,False,False,False,False,True,True,False
13718,13717,13/8/2025,13,8,2025,0,1,หลังโควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),2088.0,592.0,24.0,0,8,45,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,นราธิวาส-สุรวงศ์,สุรวงศ์,13,8,2025,2025-08-13,2025-08-13,8,2025,3,17:00,19:00,2.0,17:00-19:00,2088.0,False,592.0,False,24.0,False,0,False,8,False,45,False,False,False,False,False,False,True,True,False
13719,13718,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,มหาไชย,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),3076.0,539.0,53.0,44,30,28,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,มหาไชย,14,8,2025,2025-08-14,2025-08-14,8,2025,3,07:00,09:00,2.0,07:00-09:00,3076.0,False,539.0,False,53.0,False,44,False,30,False,28,False,False,False,False,False,False,True,True,False
13720,13719,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,มหาไชย,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),9305.0,3727.0,387.0,142,164,352,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,มหาไชย,14,8,2025,2025-08-14,2025-08-14,8,2025,3,09:00,17:00,8.0,09:00-17:00,9305.0,False,3727.0,False,387.0,False,142,False,164,False,352,False,False,False,False,False,False,True,True,False
13721,13720,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,มหาไชย,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),2173.0,784.0,88.0,31,26,53,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,มหาไชย,14,8,2025,2025-08-14,2025-08-14,8,2025,3,17:00,19:00,2.0,17:00-19:00,2173.0,False,784.0,False,88.0,False,31,False,26,False,53,False,False,False,False,False,False,True,True,False
13722,13721,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,เจริญกรุง,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1959.0,319.0,76.0,47,4,136,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,เจริญกรุง,14,8,2025,2025-08-14,2025-08-14,8,2025,3,07:00,09:00,2.0,07:00-09:00,1959.0,False,319.0,False,76.0,False,47,False,4,False,136,False,False,False,False,False,False,True,True,False
13723,13722,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,เจริญกรุง,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),4720.0,1508.0,276.0,139,43,494,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,เจริญกรุง,14,8,2025,2025-08-14,2025-08-14,8,2025,3,09:00,17:00,8.0,09:00-17:00,4720.0,False,1508.0,False,276.0,False,139,False,43,False,494,False,False,False,False,False,False,True,True,False
13724,13723,14/8/2025,14,8,2025,0,1,หลังโควิด,สามยอด,เจริญกรุง,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),748.0,409.0,53.0,46,6,135,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,สามยอด,เจริญกรุง,14,8,2025,2025-08-14,2025-08-14,8,2025,3,17:00,19:00,2.0,17:00-19:00,748.0,False,409.0,False,53.0,False,46,False,6,False,135,False,False,False,False,False,False,True,True,False
13725,13724,15/8/2025,15,8,2025,0,1,หลังโควิด,พาหุรัด,ตรีเพชร,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1556.0,169.0,5.0,0,6,84,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พาหุรัด,ตรีเพชร,15,8,2025,2025-08-15,2025-08-15,8,2025,3,07:00,09:00,2.0,07:00-09:00,1556.0,False,169.0,False,5.0,False,0,False,6,False,84,False,False,False,False,False,False,True,True,False
13726,13725,15/8/2025,15,8,2025,0,1,หลังโควิด,พาหุรัด,ตรีเพชร,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2900.0,679.0,22.0,0,19,248,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พาหุรัด,ตรีเพชร,15,8,2025,2025-08-15,2025-08-15,8,2025,3,09:00,17:00,8.0,09:00-17:00,2900.0,False,679.0,False,22.0,False,0,False,19,False,248,False,False,False,False,False,False,True,True,False
14655,14654,3 /2/2025,3,2,2025,0,1,หลังโควิด,มเหสักข์,มเหสักข์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),149.0,40.0,1.0,0,1,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,มเหสักข์,มเหสักข์,3,2,2025,2025-02-03,2025-02-03,2,2025,1,07:00,09:00,2.0,07:00-09:00,149.0,False,40.0,False,1.0,False,0,False,1,False,2,False,False,False,False,False,False,True,True,False
14658,14657,3 /2/2025,3,2,2025,0,1,หลังโควิด,มเหสักข์,มเหสักข์,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),1471.0,534.0,7.0,0,12,59,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,มเหสักข์,มเหสักข์,3,2,2025,2025-02-03,2025-02-03,2,2025,1,07:00,09:00,2.0,07:00-09:00,1471.0,False,534.0,False,7.0,False,0,False,12,False,59,False,False,False,False,False,False,True,True,False
15579,15578,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),562.0,113.0,1.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,562.0,False,113.0,False,1.0,False,0,False,0,False,0,False,False,False,False,False,True,True,True,False
15580,15579,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),1440.0,440.0,3.0,0,0,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,1440.0,False,440.0,False,3.0,False,0,False,0,False,1,False,False,False,False,False,True,True,True,False
15581,15580,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),405.0,96.0,0.0,0,0,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,สุวรรณวาจกสิกิจ,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,405.0,False,96.0,False,0.0,False,0,False,0,False,0,False,False,False,False,False,True,True,True,False
15582,15581,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),2940.0,473.0,3.0,0,31,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,2940.0,False,473.0,False,3.0,False,0,False,31,False,0,False,False,False,False,False,True,True,True,False
15583,15582,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),4585.0,1656.0,10.0,8,170,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,4585.0,False,1656.0,False,10.0,False,8,False,170,False,2,False,False,False,False,False,True,True,True,False
15584,15583,1 /8/2025,1,8,2025,0,1,หลังโควิด,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),1544.0,479.0,2.0,0,8,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,ทางเข้า-ออกมหาวิทยาลัยเกษตรศาสตร์,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,1544.0,False,479.0,False,2.0,False,0,False,8,False,1,False,False,False,False,False,True,True,True,False
15585,15584,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),8153.0,1292.0,143.0,8,44,4,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,8153.0,False,1292.0,False,143.0,False,8,False,44,False,4,False,False,False,False,False,True,True,True,False
15586,15585,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),19144.0,4635.0,656.0,22,326,12,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,19144.0,False,4635.0,False,656.0,False,22,False,326,False,12,False,False,False,False,False,True,True,True,False
15587,15586,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),5188.0,1056.0,153.0,5,30,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,พหลโยธิน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,5188.0,False,1056.0,False,153.0,False,5,False,30,False,2,False,False,False,False,False,True,True,True,False
15588,15587,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),855.0,204.0,1.0,0,3,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,07:00,09:00,2.0,07:00-09:00,855.0,False,204.0,False,1.0,False,0,False,3,False,0,False,False,False,False,False,True,True,True,False
15589,15588,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),2955.0,1145.0,0.0,0,95,1,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,09:00,17:00,8.0,09:00-17:00,2955.0,False,1145.0,False,0.0,False,0,False,95,False,1,False,False,False,False,False,True,True,True,False
15590,15589,1 /8/2025,1,8,2025,0,1,หลังโควิด,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),1191.0,211.0,0.0,0,7,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,พหลโยธิน-เลียบคลองบางเขน,เลียบคลองบางเขน,1,8,2025,2025-08-01,2025-08-01,8,2025,3,17:00,19:00,2.0,17:00-19:00,1191.0,False,211.0,False,0.0,False,0,False,7,False,0,False,False,False,False,False,True,True,True,False
15591,15590,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,เร่งด่วนเช้า,เร่งด่วนเช้า ( 07.00-09.00 ),248.0,100.0,19.0,0,6,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,07:00,09:00,2.0,07:00-09:00,248.0,False,100.0,False,19.0,False,0,False,6,False,0,False,False,False,False,False,True,True,True,False
15592,15591,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,นอกเร่งด่วน,นอกเร่งด่วน ( 09.00-17.00 ),765.0,353.0,0.0,0,6,2,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,09:00,17:00,8.0,09:00-17:00,765.0,False,353.0,False,0.0,False,0,False,6,False,2,False,False,False,False,False,True,True,True,False
15593,15592,4 /8/2025,4,8,2025,0,1,หลังโควิด,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,เร่งด่วนเย็น,เร่งด่วนเย็น ( 17.00-19.00 ),117.0,97.0,0.0,0,1,0,9f3bbdb744a3216ef2c0476a51aef87603fff0de24d133ae4f0debee1760259c,traffic_data,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,4,8,2025,2025-08-04,2025-08-04,8,2025,3,17:00,19:00,2.0,17:00-19:00,117.0,False,97.0,False,0.0,False,0,False,1,False,0,False,False,False,False,False,True,True,True,False
