source_excel_row,covid_period,intersection,road,report_year,report_month,report_day,survey_date_parsed,time_key,has_assumed_zero
2837,ก่อนโควิด,พญาไท,พญาไท,2018,11,2,2018-11-02,07:00-09:00,False
2840,ก่อนโควิด,พญาไท,ศรีอยุธยา,2018,11,2,2018-11-02,07:00-09:00,False
2843,ก่อนโควิด,วัดสะพานสูง,เตชะวณิช,2018,11,5,2018-11-05,07:00-09:00,False
2846,ก่อนโควิด,วัดสะพานสูง,พระรามที่6,2018,11,5,2018-11-05,07:00-09:00,False
2855,ก่อนโควิด,บางแค,บางแค,2018,11,6,2018-11-06,07:00-09:00,False
2856,ก่อนโควิด,บางแค,บางแค,2018,11,6,2018-11-06,09:00-16:00,False
2857,ก่อนโควิด,บางแค,บางแค,2018,11,6,2018-11-06,16:00-19:00,False
2858,ก่อนโควิด,บางแค,เพชรเกษม,2018,11,6,2018-11-06,07:00-09:00,False
2859,ก่อนโควิด,บางแค,เพชรเกษม,2018,11,6,2018-11-06,09:00-16:00,False
2860,ก่อนโควิด,บางแค,เพชรเกษม,2018,11,6,2018-11-06,16:00-19:00,False
2870,ก่อนโควิด,สาทร-นราธิวาส,สาทร,2018,11,8,2018-11-08,07:00-09:00,False
2871,ก่อนโควิด,สาทร-นราธิวาส,สาทร,2018,11,8,2018-11-08,09:00-16:00,False
2872,ก่อนโควิด,สาทร-นราธิวาส,สาทร,2018,11,8,2018-11-08,16:00-19:00,False
2879,ก่อนโควิด,ป้อมมหากาฬ,มหาไชย,2018,11,12,2018-11-12,07:00-09:00,False
2880,ก่อนโควิด,ป้อมมหากาฬ,มหาไชย,2018,11,12,2018-11-12,09:00-16:00,False
2881,ก่อนโควิด,ป้อมมหากาฬ,มหาไชย,2018,11,12,2018-11-12,16:00-19:00,False
2883,ก่อนโควิด,ป้อมมหากาฬ,พระสุเมรุ,2018,11,12,2018-11-12,09:00-16:00,False
2886,ก่อนโควิด,ป้อมมหากาฬ,ราชดำเนินกลาง,2018,11,12,2018-11-12,09:00-16:00,False
2888,ก่อนโควิด,เสือป่า,ราชวงศ์,2018,11,13,2018-11-13,07:00-09:00,False
2891,ก่อนโควิด,เสือป่า,เสือป่า,2018,11,13,2018-11-13,07:00-09:00,False
2892,ก่อนโควิด,เสือป่า,เสือป่า,2018,11,13,2018-11-13,09:00-16:00,False
2893,ก่อนโควิด,เสือป่า,เสือป่า,2018,11,13,2018-11-13,16:00-19:00,False
2894,ก่อนโควิด,เสือป่า,เจริญกรุง,2018,11,13,2018-11-13,07:00-09:00,False
2897,ก่อนโควิด,เดโช,เดโช,2018,11,14,2018-11-14,07:00-09:00,False
2898,ก่อนโควิด,เดโช,เดโช,2018,11,14,2018-11-14,09:00-16:00,False
2899,ก่อนโควิด,เดโช,เดโช,2018,11,14,2018-11-14,16:00-19:00,False
2900,ก่อนโควิด,เดโช,สีลม,2018,11,14,2018-11-14,07:00-09:00,False
2901,ก่อนโควิด,เดโช,สีลม,2018,11,14,2018-11-14,09:00-16:00,False
2902,ก่อนโควิด,เดโช,สีลม,2018,11,14,2018-11-14,16:00-19:00,False
2903,ก่อนโควิด,เจริญผล,บรรทัดทอง,2018,11,15,2018-11-15,07:00-09:00,False
2906,ก่อนโควิด,เจริญผล,พระรามที่1,2018,11,15,2018-11-15,07:00-09:00,False
2909,ก่อนโควิด,จอมทอง,วุฒากาศ,2018,11,16,2018-11-16,07:00-09:00,False
2910,ก่อนโควิด,จอมทอง,วุฒากาศ,2018,11,16,2018-11-16,09:00-16:00,False
2911,ก่อนโควิด,จอมทอง,วุฒากาศ,2018,11,16,2018-11-16,16:00-19:00,False
2912,ก่อนโควิด,จอมทอง,จอมทอง,2018,11,16,2018-11-16,07:00-09:00,False
2913,ก่อนโควิด,จอมทอง,จอมทอง,2018,11,16,2018-11-16,09:00-16:00,False
2914,ก่อนโควิด,จอมทอง,จอมทอง,2018,11,16,2018-11-16,16:00-19:00,False
2921,ก่อนโควิด,ศาลาแดง,สีลม,2018,11,20,2018-11-20,07:00-09:00,False
2922,ก่อนโควิด,ศาลาแดง,สีลม,2018,11,20,2018-11-20,09:00-16:00,False
2923,ก่อนโควิด,ศาลาแดง,สีลม,2018,11,20,2018-11-20,16:00-19:00,False
2924,ก่อนโควิด,ศาลาแดง,ราชดำริ,2018,11,20,2018-11-20,07:00-09:00,False
2925,ก่อนโควิด,ศาลาแดง,ราชดำริ,2018,11,20,2018-11-20,09:00-16:00,False
2926,ก่อนโควิด,ศาลาแดง,ราชดำริ,2018,11,20,2018-11-20,16:00-19:00,False
2927,ก่อนโควิด,ศาลาแดง,พระรามที่4,2018,11,20,2018-11-20,07:00-09:00,False
2928,ก่อนโควิด,ศาลาแดง,พระรามที่4,2018,11,20,2018-11-20,09:00-16:00,False
2929,ก่อนโควิด,ศาลาแดง,พระรามที่4,2018,11,20,2018-11-20,16:00-19:00,False
2930,ก่อนโควิด,ด่วนนางลิ้นจี่,นางลิ้นจี่,2018,11,21,2018-11-21,07:00-09:00,False
2933,ก่อนโควิด,ด่วนนางลิ้นจี่,รัชดาภิเษก,2018,11,21,2018-11-21,07:00-09:00,False
2942,ก่อนโควิด,รัชโยธิน,พหลโยธิน,2018,11,23,2018-11-23,07:00-09:00,False
2943,ก่อนโควิด,รัชโยธิน,พหลโยธิน,2018,11,23,2018-11-23,09:00-16:00,False
2944,ก่อนโควิด,รัชโยธิน,พหลโยธิน,2018,11,23,2018-11-23,16:00-19:00,False
2948,ก่อนโควิด,บางกระบือ,สามเสน,2018,11,26,2018-11-26,07:00-09:00,False
2949,ก่อนโควิด,บางกระบือ,สามเสน,2018,11,26,2018-11-26,09:00-16:00,False
2950,ก่อนโควิด,บางกระบือ,สามเสน,2018,11,26,2018-11-26,16:00-19:00,False
2951,ก่อนโควิด,บางกระบือ,เขียวไข่กา,2018,11,26,2018-11-26,07:00-09:00,False
2952,ก่อนโควิด,บางกระบือ,เขียวไข่กา,2018,11,26,2018-11-26,09:00-16:00,False
2953,ก่อนโควิด,บางกระบือ,เขียวไข่กา,2018,11,26,2018-11-26,16:00-19:00,False
2954,ก่อนโควิด,บางกระบือ,อำนวยสงคราม,2018,11,26,2018-11-26,07:00-09:00,False
2955,ก่อนโควิด,บางกระบือ,อำนวยสงคราม,2018,11,26,2018-11-26,09:00-16:00,False
2956,ก่อนโควิด,บางกระบือ,อำนวยสงคราม,2018,11,26,2018-11-26,16:00-19:00,False
2957,ก่อนโควิด,อังรีดูนังต์,สุรวงศ์,2018,11,27,2018-11-27,07:00-09:00,False
2958,ก่อนโควิด,อังรีดูนังต์,สุรวงศ์,2018,11,27,2018-11-27,09:00-16:00,False
2959,ก่อนโควิด,อังรีดูนังต์,สุรวงศ์,2018,11,27,2018-11-27,16:00-19:00,False
2960,ก่อนโควิด,อังรีดูนังต์,อังรีดูนังต์,2018,11,27,2018-11-27,07:00-09:00,False
2961,ก่อนโควิด,อังรีดูนังต์,อังรีดูนังต์,2018,11,27,2018-11-27,09:00-16:00,False
2962,ก่อนโควิด,อังรีดูนังต์,อังรีดูนังต์,2018,11,27,2018-11-27,16:00-19:00,False
2963,ก่อนโควิด,อังรีดูนังต์,พระรามที่4,2018,11,27,2018-11-27,07:00-09:00,False
2964,ก่อนโควิด,อังรีดูนังต์,พระรามที่4,2018,11,27,2018-11-27,09:00-16:00,False
2965,ก่อนโควิด,อังรีดูนังต์,พระรามที่4,2018,11,27,2018-11-27,16:00-19:00,False
2981,ก่อนโควิด,ประชาชื่น,ประชาชื่น,2018,11,30,2018-11-30,07:00-09:00,False
2984,ก่อนโควิด,ประชาชื่น,ประชาราษฎร์สาย2,2018,11,30,2018-11-30,07:00-09:00,False
2987,ก่อนโควิด,วังแดง,ราชสีมา,2018,12,3,2018-12-03,07:00-09:00,False
2990,ก่อนโควิด,วังแดง,พิษณุโลก,2018,12,3,2018-12-03,07:00-09:00,False
3018,ก่อนโควิด,นานา,สุขุมวิท,2018,12,7,2018-12-07,09:00-16:00,False
3020,ก่อนโควิด,สาทร-สุรศักดิ์,เจริญราษฎร์,2018,12,11,2018-12-11,07:00-09:00,False
3021,ก่อนโควิด,สาทร-สุรศักดิ์,เจริญราษฎร์,2018,12,11,2018-12-11,09:00-16:00,False
3022,ก่อนโควิด,สาทร-สุรศักดิ์,เจริญราษฎร์,2018,12,11,2018-12-11,16:00-19:00,False
3024,ก่อนโควิด,สาทร-สุรศักดิ์,สุรศักดิ์,2018,12,11,2018-12-11,09:00-16:00,False
3027,ก่อนโควิด,สาทร-สุรศักดิ์,สาทร,2018,12,11,2018-12-11,09:00-16:00,False
3047,ก่อนโควิด,เอสเอบี,เจริญกรุง,2018,12,14,2018-12-14,07:00-09:00,False
3050,ก่อนโควิด,ประดิพัทธ์,พระรามที่6,2018,12,17,2018-12-17,07:00-09:00,False
3065,ก่อนโควิด,วัดดวงแข,จารุเมือง,2018,12,19,2018-12-19,07:00-09:00,False
3066,ก่อนโควิด,วัดดวงแข,จารุเมือง,2018,12,19,2018-12-19,09:00-16:00,False
3067,ก่อนโควิด,วัดดวงแข,จารุเมือง,2018,12,19,2018-12-19,16:00-19:00,False
3068,ก่อนโควิด,วัดดวงแข,เจริญเมือง,2018,12,19,2018-12-19,07:00-09:00,False
3069,ก่อนโควิด,วัดดวงแข,เจริญเมือง,2018,12,19,2018-12-19,09:00-16:00,False
3070,ก่อนโควิด,วัดดวงแข,เจริญเมือง,2018,12,19,2018-12-19,16:00-19:00,False
3080,ก่อนโควิด,ศรีอยุธยา,พระรามที่6,2018,12,21,2018-12-21,07:00-09:00,False
3083,ก่อนโควิด,ศรีอยุธยา,ศรีอยุธยา,2018,12,21,2018-12-21,07:00-09:00,False
3089,ก่อนโควิด,ผังเมือง,วัฒนธรรม,2018,12,24,2018-12-24,07:00-09:00,False
3090,ก่อนโควิด,ผังเมือง,วัฒนธรรม,2018,12,24,2018-12-24,09:00-16:00,False
3091,ก่อนโควิด,ผังเมือง,วัฒนธรรม,2018,12,24,2018-12-24,16:00-19:00,False
3092,ก่อนโควิด,ผังเมือง,พระราม9,2018,12,24,2018-12-24,07:00-09:00,False
3093,ก่อนโควิด,ผังเมือง,พระราม9,2018,12,24,2018-12-24,09:00-16:00,False
3094,ก่อนโควิด,ผังเมือง,พระราม9,2018,12,24,2018-12-24,16:00-19:00,False
3095,ก่อนโควิด,สี่กั๊กเสาชิงช้า,เฟื่องนคร,2019,1,2,2019-01-02,07:00-09:00,False
3096,ก่อนโควิด,สี่กั๊กเสาชิงช้า,เฟื่องนคร,2019,1,2,2019-01-02,09:00-16:00,False
3097,ก่อนโควิด,สี่กั๊กเสาชิงช้า,เฟื่องนคร,2019,1,2,2019-01-02,16:00-19:00,False
3098,ก่อนโควิด,สี่กั๊กเสาชิงช้า,ตะนาว,2019,1,2,2019-01-02,07:00-09:00,False
3099,ก่อนโควิด,สี่กั๊กเสาชิงช้า,ตะนาว,2019,1,2,2019-01-02,09:00-16:00,False
3100,ก่อนโควิด,สี่กั๊กเสาชิงช้า,ตะนาว,2019,1,2,2019-01-02,16:00-19:00,False
3101,ก่อนโควิด,สี่กั๊กเสาชิงช้า,บำรุงเมือง,2019,1,2,2019-01-02,07:00-09:00,False
3102,ก่อนโควิด,สี่กั๊กเสาชิงช้า,บำรุงเมือง,2019,1,2,2019-01-02,09:00-16:00,False
3122,ก่อนโควิด,บางโพ,ประชาราษฎร์สาย1,2019,1,7,2019-01-07,07:00-09:00,False
3125,ก่อนโควิด,บางโพ,ประชาราษฎร์สาย2,2019,1,7,2019-01-07,07:00-09:00,False
3128,ก่อนโควิด,ลาดกระบัง-ฉลองกรุง,ฉลองกรุง,2019,1,8,2019-01-08,07:00-09:00,False
3131,ก่อนโควิด,ลาดกระบัง-ฉลองกรุง,ลาดกระบัง,2019,1,8,2019-01-08,07:00-09:00,False
3143,ก่อนโควิด,ทุ่งครุ,ประชาอุทิศ,2019,1,10,2019-01-10,07:00-09:00,False
3146,ก่อนโควิด,ทุ่งครุ,ครุใน,2019,1,10,2019-01-10,07:00-09:00,False
3149,ก่อนโควิด,วิทยุ-เพชร,วิทยุ-ทางขึ้นลงทางด่วน,2019,1,11,2019-01-11,07:00-09:00,False
3155,ก่อนโควิด,วิทยุ-เพชร,เพชรบุรี,2019,1,11,2019-01-11,07:00-09:00,False
3159,ก่อนโควิด,เฉลิมเผ่า,อังรีดูนังต์,2019,1,14,2019-01-14,09:00-16:00,False
3225,ก่อนโควิด,ซังฮี้,สามเสน,2019,1,28,2019-01-28,09:00-16:00,False
3228,ก่อนโควิด,ซังฮี้,ราชวิถี,2019,1,28,2019-01-28,09:00-16:00,False
3281,ก่อนโควิด,ประเสริฐมนูกิจ-ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,2019,2,5,2019-02-05,07:00-09:00,False
3284,ก่อนโควิด,ประเสริฐมนูกิจ-ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,2019,2,5,2019-02-05,07:00-09:00,False
3290,ก่อนโควิด,พระราม9,รัชดาภิเษก,2019,2,7,2019-02-07,07:00-09:00,False
3293,ก่อนโควิด,พระราม9,อโศกดินแดง,2019,2,7,2019-02-07,07:00-09:00,False
3296,ก่อนโควิด,พระราม9,พระราม9,2019,2,7,2019-02-07,07:00-09:00,False
3299,ก่อนโควิด,บางขุนนนท์,จรัญสนิทวงศ์,2019,2,8,2019-02-08,07:00-09:00,False
3329,ก่อนโควิด,ปทุมวัน,พญาไท,2019,2,13,2019-02-13,07:00-09:00,False
3332,ก่อนโควิด,ปทุมวัน,พระรามที่1,2019,2,13,2019-02-13,07:00-09:00,False
3354,ก่อนโควิด,สาธุประดิษฐ์,สาธุประดิษฐ์,2019,2,18,2019-02-18,09:00-16:00,False
3356,ก่อนโควิด,สาธุประดิษฐ์,พระรามที่3,2019,2,18,2019-02-18,07:00-09:00,False
3357,ก่อนโควิด,สาธุประดิษฐ์,พระรามที่3,2019,2,18,2019-02-18,09:00-16:00,False
3358,ก่อนโควิด,สาธุประดิษฐ์,พระรามที่3,2019,2,18,2019-02-18,16:00-19:00,False
3422,ก่อนโควิด,บุคคโล,เจริญนคร,2019,2,28,2019-02-28,07:00-09:00,False
3425,ก่อนโควิด,บุคคโล,มไหสวรรย์,2019,2,28,2019-02-28,07:00-09:00,False
3437,ก่อนโควิด,ด่วนสาธุ,สาธุประดิษฐ์,2019,3,4,2019-03-04,07:00-09:00,False
3440,ก่อนโควิด,ด่วนสาธุ,รัชดาภิเษก,2019,3,4,2019-03-04,07:00-09:00,False
3482,ก่อนโควิด,อโศกเพชร,อโศก,2019,3,8,2019-03-08,07:00-09:00,False
3483,ก่อนโควิด,อโศกเพชร,อโศก,2019,3,8,2019-03-08,09:00-16:00,False
3484,ก่อนโควิด,อโศกเพชร,อโศก,2019,3,8,2019-03-08,16:00-19:00,False
3485,ก่อนโควิด,อโศกเพชร,เพชรบุรี,2019,3,8,2019-03-08,07:00-09:00,False
3486,ก่อนโควิด,อโศกเพชร,เพชรบุรี,2019,3,8,2019-03-08,09:00-16:00,False
3487,ก่อนโควิด,อโศกเพชร,เพชรบุรี,2019,3,8,2019-03-08,16:00-19:00,False
3527,ก่อนโควิด,เจริญนครใต้,เจริญนคร,2019,3,14,2019-03-14,07:00-09:00,False
3530,ก่อนโควิด,เจริญนครใต้,กรุงธนบุรี,2019,3,14,2019-03-14,07:00-09:00,False
3536,ก่อนโควิด,วงเวียนใหญ่,ประชาธิปก,2019,3,15,2019-03-15,07:00-09:00,False
3539,ก่อนโควิด,วงเวียนใหญ่,อินทรพิทักษ์,2019,3,15,2019-03-15,07:00-09:00,False
3569,ก่อนโควิด,การเรือน,ราชสีมา,2019,3,21,2019-03-21,07:00-09:00,False
3570,ก่อนโควิด,การเรือน,ราชสีมา,2019,3,21,2019-03-21,09:00-16:00,False
3571,ก่อนโควิด,การเรือน,ราชสีมา,2019,3,21,2019-03-21,16:00-19:00,False
3572,ก่อนโควิด,การเรือน,ราชวิถี,2019,3,21,2019-03-21,07:00-09:00,False
3573,ก่อนโควิด,การเรือน,ราชวิถี,2019,3,21,2019-03-21,09:00-16:00,False
3574,ก่อนโควิด,การเรือน,ราชวิถี,2019,3,21,2019-03-21,16:00-19:00,False
3575,ก่อนโควิด,บางยี่เรือ,เทอดไท,2019,3,22,2019-03-22,07:00-09:00,False
3576,ก่อนโควิด,บางยี่เรือ,เทอดไท,2019,3,22,2019-03-22,09:00-16:00,False
3577,ก่อนโควิด,บางยี่เรือ,เทอดไท,2019,3,22,2019-03-22,16:00-19:00,False
3578,ก่อนโควิด,บางยี่เรือ,เพชรเกษม,2019,3,22,2019-03-22,07:00-09:00,False
3579,ก่อนโควิด,บางยี่เรือ,เพชรเกษม,2019,3,22,2019-03-22,09:00-16:00,False
3580,ก่อนโควิด,บางยี่เรือ,เพชรเกษม,2019,3,22,2019-03-22,16:00-19:00,False
3581,ก่อนโควิด,บางยี่เรือ,อินทรพิทักษ์,2019,3,22,2019-03-22,07:00-09:00,False
3582,ก่อนโควิด,บางยี่เรือ,อินทรพิทักษ์,2019,3,22,2019-03-22,09:00-16:00,False
3583,ก่อนโควิด,บางยี่เรือ,อินทรพิทักษ์,2019,3,22,2019-03-22,16:00-19:00,False
3593,ก่อนโควิด,สุทธิสาร-วิภาวดีรังสิต,วิภาวดีรังสิต,2019,3,26,2019-03-26,07:00-09:00,False
3596,ก่อนโควิด,สุทธิสาร-วิภาวดีรังสิต,สุทธิสาร,2019,3,26,2019-03-26,07:00-09:00,False
3608,ก่อนโควิด,วงเวียนหลักสี่,พหลโยธิน,2019,3,28,2019-03-28,07:00-09:00,False
3611,ก่อนโควิด,วงเวียนหลักสี่,แจ้งวัฒนะ,2019,3,28,2019-03-28,07:00-09:00,False
3614,ก่อนโควิด,วงเวียนหลักสี่,รามอินทรา,2019,3,28,2019-03-28,07:00-09:00,False
3617,ก่อนโควิด,เจริญราษฎร์,เจริญราษฎร์,2019,3,29,2019-03-29,07:00-09:00,False
3618,ก่อนโควิด,เจริญราษฎร์,เจริญราษฎร์,2019,3,29,2019-03-29,09:00-16:00,False
3619,ก่อนโควิด,เจริญราษฎร์,เจริญราษฎร์,2019,3,29,2019-03-29,16:00-19:00,False
3620,ก่อนโควิด,เจริญราษฎร์,พระรามที่3,2019,3,29,2019-03-29,07:00-09:00,False
3621,ก่อนโควิด,เจริญราษฎร์,พระรามที่3,2019,3,29,2019-03-29,09:00-16:00,False
3622,ก่อนโควิด,เจริญราษฎร์,พระรามที่3,2019,3,29,2019-03-29,16:00-19:00,False
3623,ก่อนโควิด,ราชวงศ์,ราชวงศ์,2019,4,1,2019-04-01,07:00-09:00,False
3626,ก่อนโควิด,ราชวงศ์,เยาวราช,2019,4,1,2019-04-01,07:00-09:00,False
3635,ก่อนโควิด,โพธิ์แก้ว,นวมินทร์,2019,4,2,2019-04-02,07:00-09:00,False
3636,ก่อนโควิด,โพธิ์แก้ว,นวมินทร์,2019,4,2,2019-04-02,09:00-16:00,False
3637,ก่อนโควิด,โพธิ์แก้ว,นวมินทร์,2019,4,2,2019-04-02,16:00-19:00,False
3638,ก่อนโควิด,โพธิ์แก้ว,โพธิ์แก้ว,2019,4,2,2019-04-02,07:00-09:00,False
3639,ก่อนโควิด,โพธิ์แก้ว,โพธิ์แก้ว,2019,4,2,2019-04-02,09:00-16:00,False
3640,ก่อนโควิด,โพธิ์แก้ว,โพธิ์แก้ว,2019,4,2,2019-04-02,16:00-19:00,False
3641,ก่อนโควิด,โพธิ์แก้ว,ทางเข้าวัดบางเตย,2019,4,2,2019-04-02,07:00-09:00,False
3642,ก่อนโควิด,โพธิ์แก้ว,ทางเข้าวัดบางเตย,2019,4,2,2019-04-02,09:00-16:00,False
3643,ก่อนโควิด,โพธิ์แก้ว,ทางเข้าวัดบางเตย,2019,4,2,2019-04-02,16:00-19:00,False
3650,ก่อนโควิด,พัฒนาการ,ศรีนครินทร์,2019,4,4,2019-04-04,07:00-09:00,False
3653,ก่อนโควิด,พัฒนาการ,พัฒนาการ,2019,4,4,2019-04-04,07:00-09:00,False
3677,ก่อนโควิด,ราชดำริ,ราชดำริ,2019,4,17,2019-04-17,07:00-09:00,False
3680,ก่อนโควิด,ราชดำริ,สารสิน,2019,4,17,2019-04-17,07:00-09:00,False
3698,ก่อนโควิด,โรงพยาบาลกลาง,เสือป่า,2019,4,22,2019-04-22,07:00-09:00,False
3704,ก่อนโควิด,โรงพยาบาลกลาง,หลวง,2019,4,22,2019-04-22,07:00-09:00,False
3707,ก่อนโควิด,ตากสิน,สมเด็จพระเจ้าตากสิน,2019,4,23,2019-04-23,07:00-09:00,False
3710,ก่อนโควิด,ตากสิน,ราชพฤกษ์,2019,4,23,2019-04-23,07:00-09:00,False
3713,ก่อนโควิด,ตากสิน,กรุงธนบุรี,2019,4,23,2019-04-23,07:00-09:00,False
3734,ก่อนโควิด,สุทธิสาร,รัชดาภิเษก,2019,4,26,2019-04-26,07:00-09:00,False
3735,ก่อนโควิด,สุทธิสาร,รัชดาภิเษก,2019,4,26,2019-04-26,09:00-16:00,False
3736,ก่อนโควิด,สุทธิสาร,รัชดาภิเษก,2019,4,26,2019-04-26,16:00-19:00,False
3737,ก่อนโควิด,สุทธิสาร,สุทธิสารวินิจฉัย,2019,4,26,2019-04-26,07:00-09:00,False
3738,ก่อนโควิด,สุทธิสาร,สุทธิสารวินิจฉัย,2019,4,26,2019-04-26,09:00-16:00,False
3739,ก่อนโควิด,สุทธิสาร,สุทธิสารวินิจฉัย,2019,4,26,2019-04-26,16:00-19:00,False
3746,ก่อนโควิด,คลองตัน,สุขุมวิท71,2019,4,30,2019-04-30,07:00-09:00,False
3749,ก่อนโควิด,คลองตัน,รามคำแหง,2019,4,30,2019-04-30,07:00-09:00,False
3750,ก่อนโควิด,คลองตัน,รามคำแหง,2019,4,30,2019-04-30,09:00-16:00,False
3752,ก่อนโควิด,คลองตัน,เพชรบุรี,2019,4,30,2019-04-30,07:00-09:00,False
3753,ก่อนโควิด,คลองตัน,เพชรบุรี,2019,4,30,2019-04-30,09:00-16:00,False
3755,ก่อนโควิด,คลองตัน,พัฒนาการ,2019,4,30,2019-04-30,07:00-09:00,False
3756,ก่อนโควิด,คลองตัน,พัฒนาการ,2019,4,30,2019-04-30,09:00-16:00,False
3757,ก่อนโควิด,คลองตัน,พัฒนาการ,2019,4,30,2019-04-30,16:00-19:00,False
3758,ก่อนโควิด,ประชานิเวศน์,ประชาชื่น,2019,5,1,2019-05-01,07:00-09:00,False
3761,ก่อนโควิด,ประชานิเวศน์,เทศบาลสงเคราะห์,2019,5,1,2019-05-01,07:00-09:00,False
3770,ก่อนโควิด,วงศ์สว่าง,วงศ์สว่าง,2019,5,3,2019-05-03,07:00-09:00,False
3773,ก่อนโควิด,วงศ์สว่าง,รัชดาภิเษก,2019,5,3,2019-05-03,07:00-09:00,False
3798,ก่อนโควิด,ราชประสงค์,ราชดำริ,2019,5,14,2019-05-14,09:00-16:00,False
3801,ก่อนโควิด,ราชประสงค์,พระรามที่1,2019,5,14,2019-05-14,09:00-16:00,False
3803,ก่อนโควิด,ราชประสงค์,เพลินจิต,2019,5,14,2019-05-14,07:00-09:00,False
3804,ก่อนโควิด,ราชประสงค์,เพลินจิต,2019,5,14,2019-05-14,09:00-16:00,False
3805,ก่อนโควิด,ราชประสงค์,เพลินจิต,2019,5,14,2019-05-14,16:00-19:00,False
3807,ก่อนโควิด,เกษมราษฎร์,เกษมราษฎร์,2019,5,15,2019-05-15,09:00-16:00,False
3812,ก่อนโควิด,เกษมราษฎร์,พระรามที่4,2019,5,15,2019-05-15,07:00-09:00,False
3813,ก่อนโควิด,เกษมราษฎร์,พระรามที่4,2019,5,15,2019-05-15,09:00-16:00,False
3814,ก่อนโควิด,เกษมราษฎร์,พระรามที่4,2019,5,15,2019-05-15,16:00-19:00,False
3815,ก่อนโควิด,เพลินจิต,วิทยุ,2019,5,16,2019-05-16,07:00-09:00,False
3818,ก่อนโควิด,เพลินจิต,เพลินจิต,2019,5,16,2019-05-16,07:00-09:00,False
3860,ก่อนโควิด,หลังสวน,หลังสวน,2019,5,24,2019-05-24,07:00-09:00,False
3863,ก่อนโควิด,หลังสวน,สารสิน,2019,5,24,2019-05-24,07:00-09:00,False
3908,ก่อนโควิด,ด่วนเพลินจิต,ดวงพิทักษ์,2019,5,31,2019-05-31,07:00-09:00,False
3911,ก่อนโควิด,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,2019,5,31,2019-05-31,07:00-09:00,False
3914,ก่อนโควิด,ด่วนเพลินจิต,เพลินจิต,2019,5,31,2019-05-31,07:00-09:00,False
3917,ก่อนโควิด,ด่วนเพลินจิต,สุขุมวิท,2019,5,31,2019-05-31,07:00-09:00,False
3920,ก่อนโควิด,คลองเตย,สุนทรโกษา,2019,6,4,2019-06-04,07:00-09:00,False
3921,ก่อนโควิด,คลองเตย,สุนทรโกษา,2019,6,4,2019-06-04,09:00-16:00,False
3923,ก่อนโควิด,คลองเตย,พระรามที่4,2019,6,4,2019-06-04,07:00-09:00,False
3924,ก่อนโควิด,คลองเตย,พระรามที่4,2019,6,4,2019-06-04,09:00-16:00,False
3932,ก่อนโควิด,สีลม-นราธิวาส,นราธิวาสราชนครินทร์,2019,6,7,2019-06-07,07:00-09:00,False
3935,ก่อนโควิด,สีลม-นราธิวาส,สีลม,2019,6,7,2019-06-07,07:00-09:00,False
3972,ก่อนโควิด,พระรามที่4,รัชดาภิเษก,2019,6,13,2019-06-13,09:00-16:00,False
3978,ก่อนโควิด,วิทยุ,วิทยุ,2019,6,14,2019-06-14,09:00-16:00,False
3981,ก่อนโควิด,วิทยุ,พระรามที่4,2019,6,14,2019-06-14,09:00-16:00,False
3984,ก่อนโควิด,วิทยุ,สาทร,2019,6,14,2019-06-14,09:00-16:00,False
3987,ก่อนโควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,2019,6,17,2019-06-17,09:00-16:00,False
3990,ก่อนโควิด,ใต้ด่วนพระราม4,ทางด่วน,2019,6,17,2019-06-17,09:00-16:00,False
3992,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,2019,6,17,2019-06-17,07:00-09:00,False
3993,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,2019,6,17,2019-06-17,09:00-16:00,False
3994,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,2019,6,17,2019-06-17,16:00-19:00,False
4001,ก่อนโควิด,ถนนตก,เจริญกรุง,2019,7,1,2019-07-01,07:00-09:00,False
4004,ก่อนโควิด,ถนนตก,พระรามที่3,2019,7,1,2019-07-01,07:00-09:00,False
4031,ก่อนโควิด,พุทธมณฑลสาย3,พุทธมณฑลสาย3,2019,7,8,2019-07-08,07:00-09:00,False
4034,ก่อนโควิด,พุทธมณฑลสาย3,เพชรเกษม,2019,7,8,2019-07-08,07:00-09:00,False
4037,ก่อนโควิด,โพธิ์สามต้น,อิสรภาพ,2019,7,10,2019-07-10,07:00-09:00,False
4040,ก่อนโควิด,โพธิ์สามต้น,วังเดิม,2019,7,10,2019-07-10,07:00-09:00,False
4043,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,2019,7,11,2019-07-11,07:00-09:00,False
4044,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,2019,7,11,2019-07-11,09:00-16:00,False
4045,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,2019,7,11,2019-07-11,16:00-19:00,False
4049,ก่อนโควิด,สาธุ-จันทน์,สาธุประดิษฐ์,2019,7,12,2019-07-12,07:00-09:00,False
4052,ก่อนโควิด,สาธุ-จันทน์,จันทน์,2019,7,12,2019-07-12,07:00-09:00,False
