code,vehicle,before_mean_vph,after_mean_vph,mean_vph_difference
L14,รถยนต์ (รวมแท็กซี่/รถแวนตามคู่มือ),2755.0,1972.0,-783.0
L14,ตู้–ปิกอัพ,610.25,421.3333333333333,-188.91666666666669
L14,รถเมล์ใหญ่ (รวมรถทัวร์/สวัสดิการ),34.75,12.333333333333334,-22.416666666666664
L14,รถเมล์เล็ก,0.0,1.6666666666666667,1.6666666666666667
L14,รถบรรทุก,26.0,31.33333333333333,5.333333333333332
L14,สามล้อเครื่อง,2.75,2.0,-0.75
