code,vehicle,before_mean_vph,after_mean_vph,mean_vph_difference
L03,รถยนต์ (รวมแท็กซี่/รถแวนตามคู่มือ),1520.5,2166.6666666666665,646.1666666666665
L03,ตู้–ปิกอัพ,426.25,532.0,105.75
L03,รถเมล์ใหญ่ (รวมรถทัวร์/สวัสดิการ),80.0,66.16666666666667,-13.833333333333329
L03,รถเมล์เล็ก,27.25,3.8333333333333335,-23.416666666666668
L03,รถบรรทุก,14.0,23.5,9.5
L03,สามล้อเครื่อง,32.5,42.0,9.5
