quantile,During,After
0.0,0.0,0.2618562700029095
0.25,78.02724936624966,75.02691829276517
0.5,91.58761857214178,90.3570746610655
0.75,107.45992089466661,109.51951810524892
1.0,208.00418519487317,795.7289527720741
