intersection_key,road_key,time_key,covid_period,median,mean,size
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,07:00-09:00,หลังโควิด,3399.5,3731.0,3
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,07:00-09:00,โควิด,5439.5,5439.5,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,ก่อนโควิด,4854.142857142857,4847.142857142858,3
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,หลังโควิด,4526.0,4526.0,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,โควิด,4453.857142857143,4453.857142857143,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,ก่อนโควิด,5199.666666666667,5181.0,3
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,หลังโควิด,5105.666666666667,5105.666666666667,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,โควิด,6216.666666666667,6216.666666666667,1
ด่วนนางลิ้นจี่,นางลิ้นจี่,07:00-09:00,ก่อนโควิด,1492.5,1492.5,1
ด่วนนางลิ้นจี่,นางลิ้นจี่,07:00-09:00,หลังโควิด,1855.5,1855.5,2
ด่วนนางลิ้นจี่,นางลิ้นจี่,07:00-09:00,โควิด,1493.5,1493.5,1
ด่วนนางลิ้นจี่,รัชดาภิเษก,07:00-09:00,ก่อนโควิด,1651.5,1651.5,1
ด่วนนางลิ้นจี่,รัชดาภิเษก,07:00-09:00,หลังโควิด,1702.0,1702.0,2
ด่วนนางลิ้นจี่,รัชดาภิเษก,07:00-09:00,โควิด,1774.5,1774.5,1
ด่วนสาธุ,รัชดาภิเษก,07:00-09:00,ก่อนโควิด,6143.0,6143.0,1
ด่วนสาธุ,รัชดาภิเษก,07:00-09:00,หลังโควิด,5829.0,5829.0,1
ด่วนสาธุ,รัชดาภิเษก,07:00-09:00,โควิด,5260.0,5260.0,1
ด่วนสาธุ,สาธุประดิษฐ์,07:00-09:00,ก่อนโควิด,2124.5,2124.5,1
ด่วนสาธุ,สาธุประดิษฐ์,07:00-09:00,หลังโควิด,1953.5,1953.5,1
ด่วนสาธุ,สาธุประดิษฐ์,07:00-09:00,โควิด,1952.0,1952.0,1
ด่วนเกษมราษฎร์,เกษมราษฎร์,07:00-09:00,ก่อนโควิด,1748.5,1748.5,1
ด่วนเกษมราษฎร์,เกษมราษฎร์,07:00-09:00,หลังโควิด,1712.75,1712.75,2
ด่วนเกษมราษฎร์,เกษมราษฎร์,07:00-09:00,โควิด,1458.0,1458.0,1
ด่วนเพลินจิต,ดวงพิทักษ์,07:00-09:00,ก่อนโควิด,748.0,748.0,1
ด่วนเพลินจิต,ดวงพิทักษ์,07:00-09:00,หลังโควิด,458.5,458.5,1
ด่วนเพลินจิต,ดวงพิทักษ์,07:00-09:00,โควิด,303.0,303.0,1
ด่วนเพลินจิต,สุขุมวิท,07:00-09:00,ก่อนโควิด,2991.5,2991.5,1
ด่วนเพลินจิต,สุขุมวิท,07:00-09:00,หลังโควิด,4264.5,4264.5,1
ด่วนเพลินจิต,สุขุมวิท,07:00-09:00,โควิด,2434.5,2434.5,1
ด่วนเพลินจิต,เพลินจิต,07:00-09:00,ก่อนโควิด,236.0,236.0,1
ด่วนเพลินจิต,เพลินจิต,07:00-09:00,หลังโควิด,1797.25,1797.25,2
ด่วนเพลินจิต,เพลินจิต,07:00-09:00,โควิด,90.5,90.5,1
ตรอกจันทน์,จันทน์,07:00-09:00,ก่อนโควิด,320.0,320.0,1
ตรอกจันทน์,จันทน์,07:00-09:00,หลังโควิด,515.0,515.0,1
ตรอกจันทน์,จันทน์,07:00-09:00,โควิด,294.5,294.5,1
ตรอกจันทน์,เจริญกรุง,07:00-09:00,ก่อนโควิด,1303.0,1303.0,1
ตรอกจันทน์,เจริญกรุง,07:00-09:00,หลังโควิด,892.5,892.5,1
ตรอกจันทน์,เจริญกรุง,07:00-09:00,โควิด,950.0,950.0,1
ตากสิน,กรุงธนบุรี,07:00-09:00,ก่อนโควิด,2667.25,2667.25,2
ตากสิน,กรุงธนบุรี,07:00-09:00,หลังโควิด,2810.5,2810.5,1
ตากสิน,กรุงธนบุรี,07:00-09:00,โควิด,4686.0,4686.0,1
ตากสิน,ราชพฤกษ์,07:00-09:00,ก่อนโควิด,2968.25,2968.25,2
ตากสิน,ราชพฤกษ์,07:00-09:00,หลังโควิด,4398.5,4398.5,1
ตากสิน,ราชพฤกษ์,07:00-09:00,โควิด,4193.5,4193.5,1
ตากสิน,สมเด็จพระเจ้าตากสิน,07:00-09:00,ก่อนโควิด,5044.75,5044.75,2
ตากสิน,สมเด็จพระเจ้าตากสิน,07:00-09:00,หลังโควิด,2554.5,2554.5,1
ตากสิน,สมเด็จพระเจ้าตากสิน,07:00-09:00,โควิด,4165.5,4165.5,1
ถนนตก,พระรามที่ 3,07:00-09:00,ก่อนโควิด,3651.75,3651.75,2
ถนนตก,พระรามที่ 3,07:00-09:00,หลังโควิด,3010.25,3010.25,2
ถนนตก,พระรามที่ 3,07:00-09:00,โควิด,3224.0,3224.0,2
ถนนตก,เจริญกรุง,07:00-09:00,ก่อนโควิด,1173.5,1173.5,2
ถนนตก,เจริญกรุง,07:00-09:00,หลังโควิด,1049.75,1049.75,2
ถนนตก,เจริญกรุง,07:00-09:00,โควิด,1023.5,1023.5,2
ทองหล่อ,สุขุมวิท,07:00-09:00,ก่อนโควิด,1808.75,1808.75,2
ทองหล่อ,สุขุมวิท,07:00-09:00,หลังโควิด,2414.75,2360.125,4
ทองหล่อ,สุขุมวิท,07:00-09:00,โควิด,2204.0,2204.0,1
ทองหล่อ,สุขุมวิท,09:00-16:00,ก่อนโควิด,1793.5714285714287,1793.5714285714287,2
ทองหล่อ,สุขุมวิท,09:00-16:00,หลังโควิด,2532.5714285714284,2532.5714285714284,1
ทองหล่อ,สุขุมวิท,09:00-16:00,โควิด,2393.4285714285716,2393.4285714285716,1
ทองหล่อ,สุขุมวิท,16:00-19:00,ก่อนโควิด,1791.0,1791.0,2
ทองหล่อ,สุขุมวิท,16:00-19:00,หลังโควิด,2926.3333333333335,2926.3333333333335,1
ทองหล่อ,สุขุมวิท,16:00-19:00,โควิด,2436.0,2436.0,1
ทุ่งครุ,ครุใน,07:00-09:00,ก่อนโควิด,339.5,339.5,2
ทุ่งครุ,ครุใน,07:00-09:00,หลังโควิด,174.0,174.0,1
ทุ่งครุ,ครุใน,07:00-09:00,โควิด,282.0,282.0,1
ทุ่งครุ,ประชาอุทิศ,07:00-09:00,ก่อนโควิด,1609.0,1609.0,2
ทุ่งครุ,ประชาอุทิศ,07:00-09:00,หลังโควิด,1138.0,1138.0,1
ทุ่งครุ,ประชาอุทิศ,07:00-09:00,โควิด,1507.0,1507.0,1
ทุ่งสาธิต,สุขุมวิท,07:00-09:00,ก่อนโควิด,2624.5,2624.5,1
ทุ่งสาธิต,สุขุมวิท,07:00-09:00,หลังโควิด,3712.25,3712.25,2
ทุ่งสาธิต,สุขุมวิท,07:00-09:00,โควิด,2867.0,2867.0,1
ท่าดินแดง,ท่าดินแดง,07:00-09:00,ก่อนโควิด,701.25,701.25,2
ท่าดินแดง,ท่าดินแดง,07:00-09:00,หลังโควิด,606.75,606.75,2
ท่าดินแดง,ท่าดินแดง,07:00-09:00,โควิด,671.5,671.5,1
ท่าดินแดง,ท่าดินแดง,09:00-16:00,ก่อนโควิด,687.7857142857143,687.7857142857143,2
ท่าดินแดง,ท่าดินแดง,09:00-16:00,หลังโควิด,572.2857142857143,572.2857142857143,1
ท่าดินแดง,ท่าดินแดง,09:00-16:00,โควิด,553.7142857142857,553.7142857142857,1
ท่าดินแดง,ท่าดินแดง,16:00-19:00,ก่อนโควิด,644.5,644.5,2
