intersection_key,road_key,time_key,covid_period,median,mean,size
บางแค,บางแค,09:00-16:00,ก่อนโควิด,396.42857142857144,396.42857142857144,1
บางแค,บางแค,09:00-16:00,หลังโควิด,323.85714285714283,323.85714285714283,1
บางแค,บางแค,09:00-16:00,โควิด,482.7142857142857,482.7142857142857,1
บางแค,บางแค,16:00-19:00,ก่อนโควิด,540.0,540.0,1
บางแค,บางแค,16:00-19:00,หลังโควิด,326.3333333333333,326.3333333333333,1
บางแค,บางแค,16:00-19:00,โควิด,539.3333333333334,539.3333333333334,1
บางแค,เพชรเกษม,07:00-09:00,ก่อนโควิด,4824.0,4824.0,1
บางแค,เพชรเกษม,07:00-09:00,หลังโควิด,4658.0,4619.666666666667,3
บางแค,เพชรเกษม,07:00-09:00,โควิด,5092.0,5092.0,1
บางแค,เพชรเกษม,09:00-16:00,ก่อนโควิด,4273.714285714285,4273.714285714285,1
บางแค,เพชรเกษม,09:00-16:00,หลังโควิด,4306.857142857143,4306.857142857143,1
บางแค,เพชรเกษม,09:00-16:00,โควิด,4201.428571428572,4201.428571428572,1
บางแค,เพชรเกษม,16:00-19:00,ก่อนโควิด,5081.333333333333,5081.333333333333,1
บางแค,เพชรเกษม,16:00-19:00,หลังโควิด,4193.333333333333,4193.333333333333,1
บางแค,เพชรเกษม,16:00-19:00,โควิด,4146.333333333333,4146.333333333333,1
บางโพ,ประชาราษฎร์สาย 1,07:00-09:00,ก่อนโควิด,3176.0,3176.0,1
บางโพ,ประชาราษฎร์สาย 1,07:00-09:00,หลังโควิด,2513.5,2513.5,2
บางโพ,ประชาราษฎร์สาย 1,07:00-09:00,โควิด,1838.5,1838.5,2
บางโพ,ประชาราษฎร์สาย 2,07:00-09:00,ก่อนโควิด,461.0,461.0,1
บางโพ,ประชาราษฎร์สาย 2,07:00-09:00,หลังโควิด,777.25,777.25,2
บางโพ,ประชาราษฎร์สาย 2,07:00-09:00,โควิด,692.5,692.5,2
บุคคโล,มไหสวรรย์,07:00-09:00,ก่อนโควิด,2660.0,2660.0,2
บุคคโล,มไหสวรรย์,07:00-09:00,หลังโควิด,2161.0,2039.5,3
บุคคโล,มไหสวรรย์,07:00-09:00,โควิด,1272.0,1272.0,1
บุคคโล,เจริญนคร,07:00-09:00,ก่อนโควิด,3265.0,3265.0,2
บุคคโล,เจริญนคร,07:00-09:00,หลังโควิด,3020.5,3047.3333333333335,3
บุคคโล,เจริญนคร,07:00-09:00,โควิด,2773.0,2773.0,1
บ้านแขก,ประชาธิปก,09:00-16:00,ก่อนโควิด,5042.857142857143,5042.857142857143,1
บ้านแขก,ประชาธิปก,09:00-16:00,หลังโควิด,3546.4285714285716,3546.4285714285716,1
บ้านแขก,ประชาธิปก,09:00-16:00,โควิด,3583.214285714286,3583.214285714286,2
บ้านแขก,อิสรภาพ,09:00-16:00,ก่อนโควิด,1099.5714285714287,1099.5714285714287,1
บ้านแขก,อิสรภาพ,09:00-16:00,หลังโควิด,983.0,983.0,1
บ้านแขก,อิสรภาพ,09:00-16:00,โควิด,917.0,917.0,2
ปทุมวัน,พญาไท,07:00-09:00,ก่อนโควิด,3154.25,3154.25,2
ปทุมวัน,พญาไท,07:00-09:00,หลังโควิด,2914.5,2922.1666666666665,3
ปทุมวัน,พญาไท,07:00-09:00,โควิด,2295.5,2295.5,1
ปทุมวัน,พระรามที่ 1,07:00-09:00,ก่อนโควิด,2670.25,2670.25,2
ปทุมวัน,พระรามที่ 1,07:00-09:00,หลังโควิด,2298.5,2215.1666666666665,3
ปทุมวัน,พระรามที่ 1,07:00-09:00,โควิด,1515.5,1515.5,1
ประชาชื่น,ประชาชื่น,07:00-09:00,ก่อนโควิด,1878.5,1878.5,1
ประชาชื่น,ประชาชื่น,07:00-09:00,หลังโควิด,1483.0,1483.0,1
ประชาชื่น,ประชาชื่น,07:00-09:00,โควิด,1323.25,1323.25,2
ประชาชื่น,ประชาราษฎร์สาย 2,07:00-09:00,ก่อนโควิด,2394.0,2394.0,1
ประชาชื่น,ประชาราษฎร์สาย 2,07:00-09:00,หลังโควิด,2044.5,2044.5,1
ประชาชื่น,ประชาราษฎร์สาย 2,07:00-09:00,โควิด,1588.0,1588.0,1
ประชาธรรม,ประชาอุทิศ,07:00-09:00,ก่อนโควิด,1321.0,1321.0,2
ประชาธรรม,ประชาอุทิศ,07:00-09:00,หลังโควิด,975.5,975.5,1
ประชาธรรม,ประชาอุทิศ,07:00-09:00,โควิด,1582.5,1582.5,1
ประชาธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,ก่อนโควิด,4766.0,4766.0,2
ประชาธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,หลังโควิด,3935.5,3935.5,1
ประชาธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,โควิด,4683.5,4683.5,1
ประชานิเวศน์,ประชาชื่น,07:00-09:00,ก่อนโควิด,1806.5,1869.0,3
ประชานิเวศน์,ประชาชื่น,07:00-09:00,หลังโควิด,1764.5,1764.5,1
ประชานิเวศน์,ประชาชื่น,07:00-09:00,โควิด,2368.0,2368.0,1
ประชานิเวศน์,เทศบาลสงเคราะห์,07:00-09:00,ก่อนโควิด,656.5,598.1666666666666,3
ประชานิเวศน์,เทศบาลสงเคราะห์,07:00-09:00,หลังโควิด,751.0,751.0,1
ประชานิเวศน์,เทศบาลสงเคราะห์,07:00-09:00,โควิด,400.0,400.0,1
ประชาสงเคราะห์,ดินแดง,07:00-09:00,ก่อนโควิด,1980.5,1980.5,2
ประชาสงเคราะห์,ดินแดง,07:00-09:00,หลังโควิด,2401.25,2401.25,2
ประชาสงเคราะห์,ดินแดง,07:00-09:00,โควิด,3408.0,3408.0,1
ประชาสงเคราะห์,ประชาสงเคราะห์,07:00-09:00,ก่อนโควิด,1096.5,1096.5,2
ประชาสงเคราะห์,ประชาสงเคราะห์,07:00-09:00,หลังโควิด,1197.75,1197.75,2
ประชาสงเคราะห์,ประชาสงเคราะห์,07:00-09:00,โควิด,1019.5,1019.5,1
ประชาอุทิศ,ประชาอุทิศ,07:00-09:00,ก่อนโควิด,1541.5,1539.6666666666667,3
ประชาอุทิศ,ประชาอุทิศ,07:00-09:00,หลังโควิด,1216.5,1394.125,4
ประชาอุทิศ,ประชาอุทิศ,07:00-09:00,โควิด,1727.5,1727.5,2
ประชาอุทิศ,ประชาอุทิศ,09:00-16:00,ก่อนโควิด,1366.4285714285713,1273.7142857142856,3
ประชาอุทิศ,ประชาอุทิศ,09:00-16:00,หลังโควิด,1449.2857142857142,1449.2857142857142,2
ประชาอุทิศ,ประชาอุทิศ,09:00-16:00,โควิด,1386.2142857142858,1386.2142857142858,2
ประชาอุทิศ,ประชาอุทิศ,16:00-19:00,ก่อนโควิด,1346.6666666666667,1293.111111111111,3
ประชาอุทิศ,ประชาอุทิศ,16:00-19:00,หลังโควิด,1356.1666666666667,1356.1666666666667,2
ประชาอุทิศ,ประชาอุทิศ,16:00-19:00,โควิด,1390.3333333333335,1390.3333333333335,2
ประชาอุทิศ,สุขสวัสดิ์,07:00-09:00,ก่อนโควิด,4446.0,4446.0,1
ประชาอุทิศ,สุขสวัสดิ์,07:00-09:00,หลังโควิด,3299.75,3299.75,2
ประชาอุทิศ,สุขสวัสดิ์,07:00-09:00,โควิด,4588.0,4588.0,1
ประชาอุทิศ,สุขสวัสดิ์,09:00-16:00,ก่อนโควิด,2391.8571428571427,2391.8571428571427,1
ประชาอุทิศ,สุขสวัสดิ์,09:00-16:00,หลังโควิด,3687.4285714285716,3687.4285714285716,1
ประชาอุทิศ,สุขสวัสดิ์,09:00-16:00,โควิด,4058.5714285714284,4058.5714285714284,1
ประชาอุทิศ,สุขสวัสดิ์,16:00-19:00,ก่อนโควิด,5184.333333333333,5184.333333333333,1
ประชาอุทิศ,สุขสวัสดิ์,16:00-19:00,หลังโควิด,4180.666666666667,4180.666666666667,1
ประชาอุทิศ,สุขสวัสดิ์,16:00-19:00,โควิด,4226.666666666667,4226.666666666667,1
ประชาอุทิศ,เทียมร่วมมิตร,07:00-09:00,ก่อนโควิด,1022.0,1022.0,1
ประชาอุทิศ,เทียมร่วมมิตร,07:00-09:00,หลังโควิด,1330.25,1330.25,2
ประชาอุทิศ,เทียมร่วมมิตร,07:00-09:00,โควิด,1673.0,1673.0,1
ประชาอุทิศ,เทียมร่วมมิตร,09:00-16:00,ก่อนโควิด,1313.7142857142858,1313.7142857142858,1
ประชาอุทิศ,เทียมร่วมมิตร,09:00-16:00,หลังโควิด,1465.142857142857,1465.142857142857,1
ประชาอุทิศ,เทียมร่วมมิตร,09:00-16:00,โควิด,1514.2857142857142,1514.2857142857142,1
ประชาอุทิศ,เทียมร่วมมิตร,16:00-19:00,ก่อนโควิด,1384.6666666666667,1384.6666666666667,1
ประชาอุทิศ,เทียมร่วมมิตร,16:00-19:00,หลังโควิด,1560.3333333333333,1560.3333333333333,1
ประชาอุทิศ,เทียมร่วมมิตร,16:00-19:00,โควิด,1776.3333333333333,1776.3333333333333,1
ประชาเกษม,กรุงเกษม,07:00-09:00,ก่อนโควิด,791.0,791.0,1
ประชาเกษม,กรุงเกษม,07:00-09:00,หลังโควิด,615.25,615.25,2
ประชาเกษม,กรุงเกษม,07:00-09:00,โควิด,575.0,575.0,1
ประชาเกษม,นครราชสีมา,07:00-09:00,ก่อนโควิด,261.5,261.5,1
ประชาเกษม,นครราชสีมา,07:00-09:00,หลังโควิด,266.75,266.75,2
ประชาเกษม,นครราชสีมา,07:00-09:00,โควิด,273.5,273.5,1
ประชาเกษม,ประชาธิปไตย,07:00-09:00,ก่อนโควิด,2075.0,2075.0,1
ประชาเกษม,ประชาธิปไตย,07:00-09:00,หลังโควิด,1571.0,1571.0,2
ประชาเกษม,ประชาธิปไตย,07:00-09:00,โควิด,1957.0,1957.0,1
ประดิพัทธ์,พระรามที่ 6,07:00-09:00,ก่อนโควิด,3246.0,3246.0,1
ประดิพัทธ์,พระรามที่ 6,07:00-09:00,หลังโควิด,2067.75,2067.75,2
ประดิพัทธ์,พระรามที่ 6,07:00-09:00,โควิด,1733.5,1733.5,2
ประตูน้ำ,ราชดำริ,07:00-09:00,ก่อนโควิด,2157.0,2157.0,1
ประตูน้ำ,ราชดำริ,07:00-09:00,หลังโควิด,1327.0,1375.625,4
ประตูน้ำ,ราชดำริ,07:00-09:00,โควิด,1679.5,1679.5,1
ประตูน้ำ,ราชดำริ,09:00-16:00,ก่อนโควิด,1870.142857142857,1870.142857142857,1
ประตูน้ำ,ราชดำริ,09:00-16:00,หลังโควิด,1366.2857142857142,1366.2857142857142,1
ประตูน้ำ,ราชดำริ,09:00-16:00,โควิด,1639.0,1639.0,1
ประตูน้ำ,ราชดำริ,16:00-19:00,ก่อนโควิด,1892.0,1892.0,1
ประตูน้ำ,ราชดำริ,16:00-19:00,หลังโควิด,1588.0,1588.0,1
ประตูน้ำ,ราชดำริ,16:00-19:00,โควิด,1823.0,1823.0,1
ประตูน้ำ,ราชปรารภ,07:00-09:00,ก่อนโควิด,928.0,928.0,1
ประตูน้ำ,ราชปรารภ,07:00-09:00,หลังโควิด,598.0,556.625,4
ประตูน้ำ,ราชปรารภ,07:00-09:00,โควิด,937.0,937.0,1
ประตูน้ำ,ราชปรารภ,09:00-16:00,ก่อนโควิด,150.42857142857142,150.42857142857142,1
ประตูน้ำ,ราชปรารภ,09:00-16:00,หลังโควิด,121.14285714285714,121.14285714285714,1
ประตูน้ำ,ราชปรารภ,09:00-16:00,โควิด,153.85714285714286,153.85714285714286,1
ประตูน้ำ,ราชปรารภ,16:00-19:00,ก่อนโควิด,84.33333333333333,84.33333333333333,1
ประตูน้ำ,ราชปรารภ,16:00-19:00,หลังโควิด,78.33333333333333,78.33333333333333,1
ประตูน้ำ,ราชปรารภ,16:00-19:00,โควิด,69.33333333333333,69.33333333333333,1
ประตูน้ำ,เพชรบุรี,07:00-09:00,ก่อนโควิด,3247.0,3247.0,1
ประตูน้ำ,เพชรบุรี,07:00-09:00,หลังโควิด,2701.0,2659.875,4
ประตูน้ำ,เพชรบุรี,07:00-09:00,โควิด,3969.0,3969.0,1
ประตูน้ำ,เพชรบุรี,09:00-16:00,ก่อนโควิด,2928.714285714286,2928.714285714286,1
ประตูน้ำ,เพชรบุรี,09:00-16:00,หลังโควิด,3717.5714285714284,3717.5714285714284,1
ประตูน้ำ,เพชรบุรี,09:00-16:00,โควิด,3340.4285714285716,3340.4285714285716,1
ประตูน้ำ,เพชรบุรี,16:00-19:00,ก่อนโควิด,2710.3333333333335,2710.3333333333335,1
ประตูน้ำ,เพชรบุรี,16:00-19:00,หลังโควิด,3776.6666666666665,3776.6666666666665,1
ประตูน้ำ,เพชรบุรี,16:00-19:00,โควิด,3520.3333333333335,3520.3333333333335,1
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,ก่อนโควิด,7003.75,7003.75,2
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,หลังโควิด,7116.75,7116.75,2
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,โควิด,7818.0,7818.0,1
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,07:00-09:00,ก่อนโควิด,5857.5,5857.5,2
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,07:00-09:00,หลังโควิด,6596.25,6596.25,2
ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,07:00-09:00,โควิด,6239.5,6239.5,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ,07:00-09:00,ก่อนโควิด,8399.0,8399.0,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ,07:00-09:00,หลังโควิด,6419.5,6419.5,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ,07:00-09:00,โควิด,7860.0,7860.0,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า,07:00-09:00,ก่อนโควิด,2109.0,2109.0,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า,07:00-09:00,หลังโควิด,1776.0,1776.0,1
ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า,07:00-09:00,โควิด,1703.0,1703.0,1
ปากทางลาดพร้าว,พหลโยธิน,07:00-09:00,ก่อนโควิด,6329.0,6329.0,1
ปากทางลาดพร้าว,พหลโยธิน,07:00-09:00,หลังโควิด,3856.5,3856.5,1
ปากทางลาดพร้าว,พหลโยธิน,07:00-09:00,โควิด,4135.0,4135.0,1
ปากทางลาดพร้าว,พหลโยธิน,09:00-16:00,ก่อนโควิด,5221.285714285715,5221.285714285715,1
ปากทางลาดพร้าว,พหลโยธิน,09:00-16:00,หลังโควิด,3662.5714285714284,3662.5714285714284,1
ปากทางลาดพร้าว,พหลโยธิน,09:00-16:00,โควิด,3905.1428571428573,3905.1428571428573,1
ปากทางลาดพร้าว,พหลโยธิน,16:00-19:00,ก่อนโควิด,4467.666666666667,4467.666666666667,1
ปากทางลาดพร้าว,พหลโยธิน,16:00-19:00,หลังโควิด,3635.3333333333335,3635.3333333333335,1
ปากทางลาดพร้าว,พหลโยธิน,16:00-19:00,โควิด,3793.6666666666665,3793.6666666666665,1
ปากทางลาดพร้าว,ลาดพร้าว,07:00-09:00,ก่อนโควิด,1737.0,1737.0,1
ปากทางลาดพร้าว,ลาดพร้าว,07:00-09:00,หลังโควิด,1504.5,1504.5,1
ปากทางลาดพร้าว,ลาดพร้าว,07:00-09:00,โควิด,1707.0,1707.0,1
ปากทางลาดพร้าว,ลาดพร้าว,09:00-16:00,ก่อนโควิด,1904.142857142857,1904.142857142857,1
ปากทางลาดพร้าว,ลาดพร้าว,09:00-16:00,หลังโควิด,1270.2857142857142,1270.2857142857142,1
ปากทางลาดพร้าว,ลาดพร้าว,09:00-16:00,โควิด,1992.7142857142858,1992.7142857142858,1
ปากทางลาดพร้าว,ลาดพร้าว,16:00-19:00,ก่อนโควิด,1996.3333333333333,1996.3333333333333,1
ปากทางลาดพร้าว,ลาดพร้าว,16:00-19:00,หลังโควิด,1284.3333333333333,1284.3333333333333,1
ปากทางลาดพร้าว,ลาดพร้าว,16:00-19:00,โควิด,2438.0,2438.0,1
ป้อมมหากาฬ,พระสุเมรุ,09:00-16:00,ก่อนโควิด,680.1428571428571,680.1428571428571,1
ป้อมมหากาฬ,พระสุเมรุ,09:00-16:00,หลังโควิด,403.85714285714283,403.85714285714283,1
ป้อมมหากาฬ,พระสุเมรุ,09:00-16:00,โควิด,409.7142857142857,409.7142857142857,1
ป้อมมหากาฬ,มหาไชย,07:00-09:00,ก่อนโควิด,964.0,964.0,1
ป้อมมหากาฬ,มหาไชย,07:00-09:00,หลังโควิด,835.0,835.0,1
ป้อมมหากาฬ,มหาไชย,07:00-09:00,โควิด,1059.0,1059.0,1
ป้อมมหากาฬ,มหาไชย,09:00-16:00,ก่อนโควิด,980.7142857142857,980.7142857142857,1
ป้อมมหากาฬ,มหาไชย,09:00-16:00,หลังโควิด,613.0,613.0,1
ป้อมมหากาฬ,มหาไชย,09:00-16:00,โควิด,1052.4285714285713,1052.4285714285713,1
ป้อมมหากาฬ,มหาไชย,16:00-19:00,ก่อนโควิด,1188.0,1188.0,1
ป้อมมหากาฬ,มหาไชย,16:00-19:00,หลังโควิด,608.0,608.0,1
ป้อมมหากาฬ,มหาไชย,16:00-19:00,โควิด,1127.0,1127.0,1
ป้อมมหากาฬ,ราชดำเนินกลาง,09:00-16:00,ก่อนโควิด,3577.1428571428573,3577.1428571428573,1
ป้อมมหากาฬ,ราชดำเนินกลาง,09:00-16:00,หลังโควิด,3709.0,3709.0,1
ป้อมมหากาฬ,ราชดำเนินกลาง,09:00-16:00,โควิด,3487.285714285714,3487.285714285714,1
ผังเมือง,พระราม 9,07:00-09:00,ก่อนโควิด,2663.0,2663.0,1
ผังเมือง,พระราม 9,07:00-09:00,หลังโควิด,3493.5,3493.5,1
ผังเมือง,พระราม 9,07:00-09:00,โควิด,3082.0,3082.0,1
ผังเมือง,พระราม 9,09:00-16:00,ก่อนโควิด,2342.5714285714284,2342.5714285714284,1
ผังเมือง,พระราม 9,09:00-16:00,หลังโควิด,3004.1428571428573,3004.1428571428573,1
ผังเมือง,พระราม 9,09:00-16:00,โควิด,2903.1428571428573,2903.1428571428573,1
ผังเมือง,พระราม 9,16:00-19:00,ก่อนโควิด,2150.3333333333335,2150.3333333333335,1
ผังเมือง,พระราม 9,16:00-19:00,หลังโควิด,3057.3333333333335,3057.3333333333335,1
ผังเมือง,พระราม 9,16:00-19:00,โควิด,3108.0,3108.0,1
ผังเมือง,วัฒนธรรม,07:00-09:00,ก่อนโควิด,749.5,749.5,1
ผังเมือง,วัฒนธรรม,07:00-09:00,หลังโควิด,1125.0,1125.0,2
ผังเมือง,วัฒนธรรม,07:00-09:00,โควิด,782.0,782.0,1
ผังเมือง,วัฒนธรรม,09:00-16:00,ก่อนโควิด,816.8571428571429,816.8571428571429,1
ผังเมือง,วัฒนธรรม,09:00-16:00,หลังโควิด,646.2857142857143,646.2857142857143,1
ผังเมือง,วัฒนธรรม,09:00-16:00,โควิด,831.2857142857143,831.2857142857143,1
ผังเมือง,วัฒนธรรม,16:00-19:00,ก่อนโควิด,914.0,914.0,1
ผังเมือง,วัฒนธรรม,16:00-19:00,หลังโควิด,886.3333333333334,886.3333333333334,1
ผังเมือง,วัฒนธรรม,16:00-19:00,โควิด,797.0,797.0,1
พงษ์พระราม,จารุเมือง,07:00-09:00,ก่อนโควิด,551.0,551.0,1
พงษ์พระราม,จารุเมือง,07:00-09:00,หลังโควิด,242.5,242.5,2
พงษ์พระราม,จารุเมือง,07:00-09:00,โควิด,192.0,192.0,1
พงษ์พระราม,พระรามที่ 1,07:00-09:00,ก่อนโควิด,3385.0,3385.0,1
พงษ์พระราม,พระรามที่ 1,07:00-09:00,หลังโควิด,3082.25,3082.25,2
พงษ์พระราม,พระรามที่ 1,07:00-09:00,โควิด,3036.5,3036.5,1
พงษ์เพชร,งามวงศ์วาน,07:00-09:00,ก่อนโควิด,8781.0,8781.0,1
พงษ์เพชร,งามวงศ์วาน,07:00-09:00,หลังโควิด,8698.75,8698.75,2
พงษ์เพชร,งามวงศ์วาน,07:00-09:00,โควิด,7763.0,7763.0,1
พงษ์เพชร,ประชาชื่น,07:00-09:00,ก่อนโควิด,2541.5,2541.5,1
พงษ์เพชร,ประชาชื่น,07:00-09:00,หลังโควิด,2408.25,2408.25,2
พงษ์เพชร,ประชาชื่น,07:00-09:00,โควิด,3218.0,3218.0,1
พญาไท,พญาไท,07:00-09:00,ก่อนโควิด,3252.5,3252.5,1
พญาไท,พญาไท,07:00-09:00,หลังโควิด,3174.0,3247.0,3
พญาไท,พญาไท,07:00-09:00,โควิด,3385.5,3385.5,1
พญาไท,ศรีอยุธยา,07:00-09:00,ก่อนโควิด,5938.0,5938.0,1
พญาไท,ศรีอยุธยา,07:00-09:00,หลังโควิด,4477.0,4992.666666666667,3
พญาไท,ศรีอยุธยา,07:00-09:00,โควิด,6034.0,6034.0,1
พระราม 9,พระราม 9,07:00-09:00,ก่อนโควิด,2119.25,2119.25,2
พระราม 9,พระราม 9,07:00-09:00,หลังโควิด,2489.25,2489.25,2
พระราม 9,พระราม 9,07:00-09:00,โควิด,2331.5,2331.5,2
พระราม 9,รัชดาภิเษก,07:00-09:00,ก่อนโควิด,3268.5,3268.5,2
พระราม 9,รัชดาภิเษก,07:00-09:00,หลังโควิด,3590.5,3590.5,2
พระราม 9,รัชดาภิเษก,07:00-09:00,โควิด,3777.25,3777.25,2
พระราม 9,อโศกดินแดง,07:00-09:00,ก่อนโควิด,2929.5,2929.5,2
พระราม 9,อโศกดินแดง,07:00-09:00,หลังโควิด,3029.75,3029.75,2
พระราม 9,อโศกดินแดง,07:00-09:00,โควิด,3192.25,3192.25,2
พระราม 9 ใหม่,เพชรพระราม,07:00-09:00,ก่อนโควิด,571.5,571.5,1
พระราม 9 ใหม่,เพชรพระราม,07:00-09:00,หลังโควิด,261.5,261.5,1
พระราม 9 ใหม่,เพชรพระราม,07:00-09:00,โควิด,310.0,310.0,1
พระรามที่ 4,พระรามที่ 4,07:00-09:00,ก่อนโควิด,2908.0,2908.0,1
พระรามที่ 4,พระรามที่ 4,07:00-09:00,หลังโควิด,2916.0,2916.0,2
พระรามที่ 4,พระรามที่ 4,07:00-09:00,โควิด,3510.0,3510.0,1
พระรามที่ 4,รัชดาภิเษก,07:00-09:00,ก่อนโควิด,4469.0,4469.0,1
พระรามที่ 4,รัชดาภิเษก,07:00-09:00,หลังโควิด,1697.5,1697.5,2
พระรามที่ 4,รัชดาภิเษก,07:00-09:00,โควิด,1752.0,1752.0,1
พระรามที่ 4,รัชดาภิเษก,09:00-16:00,ก่อนโควิด,2728.5714285714284,2728.5714285714284,2
พระรามที่ 4,รัชดาภิเษก,09:00-16:00,หลังโควิด,1509.5714285714287,1509.5714285714287,1
พระรามที่ 4,รัชดาภิเษก,09:00-16:00,โควิด,1771.7142857142858,1771.7142857142858,1
พระรามที่ 4,รัชดาภิเษก,16:00-19:00,ก่อนโควิด,3581.6666666666665,3581.6666666666665,1
พระรามที่ 4,รัชดาภิเษก,16:00-19:00,หลังโควิด,1464.6666666666667,1464.6666666666667,1
พระรามที่ 4,รัชดาภิเษก,16:00-19:00,โควิด,1741.0,1741.0,1
พระโขนง,สุขุมวิท,07:00-09:00,ก่อนโควิด,5145.75,5145.75,2
พระโขนง,สุขุมวิท,07:00-09:00,หลังโควิด,4283.25,4051.5,4
พระโขนง,สุขุมวิท,07:00-09:00,โควิด,3305.0,3305.0,1
พระโขนง,สุขุมวิท,09:00-16:00,ก่อนโควิด,4505.5,4505.5,2
พระโขนง,สุขุมวิท,09:00-16:00,หลังโควิด,3387.285714285714,3387.285714285714,1
พระโขนง,สุขุมวิท,09:00-16:00,โควิด,4007.8571428571427,4007.8571428571427,1
พระโขนง,สุขุมวิท,16:00-19:00,ก่อนโควิด,4322.833333333334,4322.833333333334,2
พระโขนง,สุขุมวิท,16:00-19:00,หลังโควิด,3543.0,3543.0,1
พระโขนง,สุขุมวิท,16:00-19:00,โควิด,4063.3333333333335,4063.3333333333335,1
พรานนก,พรานนก,07:00-09:00,ก่อนโควิด,2251.0,2251.0,1
พรานนก,พรานนก,07:00-09:00,หลังโควิด,2532.25,2532.25,2
พรานนก,พรานนก,07:00-09:00,โควิด,1815.0,1815.0,1
พรานนก,อิสรภาพ,07:00-09:00,ก่อนโควิด,1033.0,1033.0,1
พรานนก,อิสรภาพ,07:00-09:00,หลังโควิด,873.5,873.5,2
พรานนก,อิสรภาพ,07:00-09:00,โควิด,1238.0,1238.0,1
พหลโยธิน - เทพรักษ์,พหลโยธิน,07:00-09:00,ก่อนโควิด,2019.0,2019.0,1
พหลโยธิน - เทพรักษ์,พหลโยธิน,07:00-09:00,หลังโควิด,3528.25,3528.25,2
พหลโยธิน - เทพรักษ์,พหลโยธิน,07:00-09:00,โควิด,3096.0,3096.0,1
พหลโยธิน - เทพรักษ์,เทพรักษ์,07:00-09:00,ก่อนโควิด,1727.0,1727.0,1
พหลโยธิน - เทพรักษ์,เทพรักษ์,07:00-09:00,หลังโควิด,2828.25,2828.25,2
พหลโยธิน - เทพรักษ์,เทพรักษ์,07:00-09:00,โควิด,1540.5,1540.5,1
พัฒนาการ,พัฒนาการ,07:00-09:00,ก่อนโควิด,3219.0,3219.0,2
พัฒนาการ,พัฒนาการ,07:00-09:00,หลังโควิด,3631.25,3631.25,2
พัฒนาการ,พัฒนาการ,07:00-09:00,โควิด,3495.5,3495.5,1
พัฒนาการ,ศรีนครินทร์,07:00-09:00,ก่อนโควิด,4027.0,4027.0,2
พัฒนาการ,ศรีนครินทร์,07:00-09:00,หลังโควิด,5417.25,5417.25,2
พัฒนาการ,ศรีนครินทร์,07:00-09:00,โควิด,4400.0,4400.0,1
พิบูลสงคราม,ประชาราษฎร์สาย 1,07:00-09:00,ก่อนโควิด,1758.0,1758.0,1
พิบูลสงคราม,ประชาราษฎร์สาย 1,07:00-09:00,หลังโควิด,1887.5,1887.5,1
พิบูลสงคราม,ประชาราษฎร์สาย 1,07:00-09:00,โควิด,2401.5,2401.5,1
พิบูลสงคราม,พิบูลสงคราม,07:00-09:00,ก่อนโควิด,2498.5,2498.5,1
พิบูลสงคราม,พิบูลสงคราม,07:00-09:00,หลังโควิด,2243.0,2243.0,1
พิบูลสงคราม,พิบูลสงคราม,07:00-09:00,โควิด,784.0,784.0,1
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,07:00-09:00,ก่อนโควิด,833.75,833.75,2
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,07:00-09:00,หลังโควิด,846.25,846.25,2
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,07:00-09:00,โควิด,672.5,672.5,1
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,09:00-16:00,ก่อนโควิด,937.2142857142858,937.2142857142858,2
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,09:00-16:00,หลังโควิด,715.1428571428571,715.1428571428571,1
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,09:00-16:00,โควิด,828.1428571428571,828.1428571428571,1
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,16:00-19:00,ก่อนโควิด,867.0,867.0,2
พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,16:00-19:00,หลังโควิด,879.0,879.0,1
